Video analysis detailed log

Face Model:	General
Frame rate:	23.98

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Valence	Arousal
00:00:00.000	0.209873400	0.010994580	0.832191500	0.011240420	0.001476898	0.006738131	0.010087410	-0.821197000	0.806037400
00:00:00.041	0.244450700	0.009923072	0.833482000	0.031247650	0.002170414	0.008453497	0.010470990	-0.823558900	0.806037400
00:00:00.083	0.274965200	0.008945297	0.834301300	0.048536770	0.003124436	0.009824988	0.010719920	-0.825356000	0.806037400
00:00:00.125	0.301709500	0.008055119	0.838067300	0.064815430	0.003697040	0.010882990	0.010908210	-0.830012200	0.809528900
00:00:00.166	0.325793400	0.007246083	0.841518800	0.081263830	0.004520989	0.011478270	0.011024910	-0.834272700	0.814216500
00:00:00.208	0.347454700	0.006512540	0.843913400	0.094859300	0.005764648	0.011857900	0.011110130	-0.837400900	0.819680800
00:00:00.250	0.367557600	0.005849115	0.845876000	0.105823300	0.007178823	0.012056700	0.011138060	-0.840026900	0.824860500
00:00:00.291	0.385970400	0.005816658	0.848072100	0.111792100	0.008626682	0.012225530	0.011140140	-0.842255500	0.825194900
00:00:00.333	0.402409600	0.005817053	0.850161100	0.115256700	0.010234410	0.012422540	0.011143920	-0.844344100	0.825194900
00:00:00.375	0.416961500	0.005885030	0.851851300	0.117471500	0.011527750	0.012666350	0.011138980	-0.845966300	0.824659700
00:00:00.417	0.430669400	0.006022172	0.852989500	0.119025800	0.012388840	0.012815940	0.011078040	-0.846967300	0.823877200
00:00:00.458	0.443518400	0.006237173	0.853491400	0.118481100	0.013123820	0.012914360	0.010972250	-0.847254300	0.822864700
00:00:00.500	0.455862300	0.006580986	0.853033200	0.116105500	0.013674740	0.013059720	0.010810890	-0.846452200	0.821638300
00:00:00.542	0.469269800	0.007109922	0.848542200	0.112591600	0.014054560	0.013156050	0.010594890	-0.841432200	0.820213300
00:00:00.583	0.480973300	0.007473411	0.843680100	0.109216800	0.014356990	0.013265740	0.010390500	-0.836206700	0.818996300
00:00:00.625	0.492171600	0.007732942	0.838623000	0.106013300	0.014478700	0.013391550	0.010147800	-0.830890100	0.817749200
00:00:00.667	0.502694400	0.008003421	0.833706900	0.102478500	0.014458570	0.013673360	0.009908977	-0.825703500	0.816034700
00:00:00.709	0.513459900	0.008256730	0.826970600	0.099182170	0.014415330	0.013927070	0.009718480	-0.818713900	0.814689200
00:00:00.750	0.522973400	0.008394194	0.820989700	0.095989130	0.014322210	0.014229570	0.009592257	-0.812595500	0.813543600
00:00:00.792	0.530942400	0.008506571	0.815745400	0.093352500	0.014151710	0.014602560	0.009494333	-0.807238800	0.812729100
00:00:00.834	0.537745100	0.008611862	0.811697200	0.091207950	0.013835310	0.015077440	0.009345135	-0.803085300	0.811564000
00:00:00.875	0.542684900	0.008784652	0.808930800	0.088662600	0.013526750	0.015666730	0.009210580	-0.800146200	0.809927900
00:00:00.917	0.546670300	0.008867591	0.807792400	0.086329370	0.013254170	0.016250970	0.009055486	-0.798924900	0.807855200
00:00:00.959	0.550112400	0.008944244	0.805813400	0.084546830	0.012935540	0.017015850	0.008921348	-0.796869200	0.805377800
00:00:01.000	0.601625000	0.010657100	0.712379500	0.083593870	0.018411670	0.025841150	0.011020250	-0.701722400	0.802411100
00:00:01.042	0.560545400	0.010386070	0.717618300	0.076252360	0.016612670	0.024260320	0.010455040	-0.707232200	0.799580800
00:00:01.084	0.560999600	0.010430280	0.727047100	0.074949300	0.015919410	0.024985450	0.010087780	-0.716616900	0.796405700
00:00:01.126	0.561943800	0.010415930	0.735577500	0.073184180	0.015372710	0.025469460	0.009757758	-0.725161600	0.793572500
00:00:01.167	0.599059600	0.016079000	0.650166300	0.083749750	0.021410740	0.033550240	0.012429610	-0.634087300	0.790296800
00:00:01.209	0.551258100	0.014867710	0.672261100	0.076592250	0.019129970	0.030957010	0.011763980	-0.657393400	0.787465200
00:00:01.251	0.554790800	0.014632940	0.687167600	0.073027790	0.018409670	0.030364380	0.011146540	-0.672534600	0.784299500
00:00:01.292	0.558655700	0.014412100	0.699045200	0.069629340	0.017737070	0.030073530	0.010595860	-0.684633100	0.781224100
00:00:01.334	0.560216000	0.014191010	0.709646400	0.067435120	0.017782730	0.029425450	0.010110690	-0.695455400	0.778465300
00:00:01.376	0.561618700	0.014023420	0.718581700	0.065442650	0.017629240	0.029026390	0.009693316	-0.704558300	0.775532100
00:00:01.418	0.564055200	0.013876050	0.725271000	0.063288960	0.017381940	0.028772730	0.009339150	-0.711395000	0.772765000
00:00:01.459	0.604686800	0.014268060	0.643385200	0.075899450	0.025014800	0.033168140	0.011745110	-0.629117100	0.769946400
00:00:01.501	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED
00:00:01.543	0.521420500	0.012805690	0.673387300	0.063767980	0.019962700	0.029072160	0.010835360	-0.660581600	0.763711700
00:00:01.584	0.529423200	0.013100650	0.687058600	0.062022030	0.018935490	0.028553030	0.010397830	-0.673958000	0.760958200
00:00:01.626	0.584694300	0.017314990	0.606359100	0.070571090	0.022429250	0.033747690	0.010669920	-0.589044200	0.758144700
00:00:01.668	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED
00:00:01.710	0.513544100	0.015352230	0.642861100	0.058384080	0.018202150	0.029152730	0.009980284	-0.627508800	0.752310300
00:00:01.751	0.521493000	0.016184660	0.661076300	0.058189080	0.016745120	0.028583130	0.009704047	-0.644891600	0.749752000
00:00:01.793	0.527440400	0.016703510	0.678017600	0.058713140	0.015539990	0.028070370	0.009515216	-0.661314100	0.747500600
00:00:01.835	0.531735200	0.016926060	0.693904500	0.059959960	0.014579600	0.027629740	0.009379135	-0.676978500	0.745535600
00:00:01.876	0.535587800	0.016838490	0.708293700	0.061652250	0.013914080	0.027133310	0.009277066	-0.691455200	0.743838100
00:00:01.918	0.538554200	0.017001960	0.721677800	0.063902630	0.013313500	0.026631350	0.009203527	-0.704675800	0.742391500
00:00:01.960	0.540802000	0.017186000	0.733924000	0.067168020	0.012932420	0.025911620	0.009109925	-0.716738000	0.741178800
00:00:02.001	0.542966400	0.017173740	0.745236600	0.070148110	0.012678010	0.025439530	0.009002515	-0.728062900	0.740183200
00:00:02.043	0.545846600	0.017259440	0.754187400	0.071545040	0.012396980	0.024787580	0.008858115	-0.736928000	0.739243700
00:00:02.085	0.548655000	0.016952480	0.761498800	0.073254650	0.012221140	0.024253760	0.008725610	-0.744546400	0.738502600
00:00:02.127	0.552444000	0.016687510	0.766109100	0.073444640	0.012284820	0.023633610	0.008584239	-0.749421600	0.737620800
00:00:02.168	0.555925000	0.016703690	0.770565600	0.073741230	0.012339360	0.023034530	0.008464133	-0.753862000	0.737079100
00:00:02.210	0.558604000	0.016641500	0.774709900	0.074596260	0.012581880	0.022374410	0.008354661	-0.758068400	0.736852900
00:00:02.252	0.560878200	0.016631100	0.779196300	0.075796040	0.012807440	0.021749230	0.008262891	-0.762565200	0.736852900
00:00:02.293	0.561905600	0.016549260	0.783514900	0.076782590	0.013530590	0.021118410	0.008186306	-0.766965600	0.740865300
00:00:02.335	0.563392000	0.016383720	0.786877600	0.077680510	0.013823910	0.020550480	0.008105430	-0.770493900	0.745203400
00:00:02.377	0.565281300	0.016169010	0.789375000	0.077999840	0.013795400	0.020147350	0.007999729	-0.773206000	0.749709800
00:00:02.419	0.567520600	0.016032020	0.791017200	0.077434790	0.013602650	0.019765720	0.007898335	-0.774985100	0.750410600
00:00:02.460	0.569569300	0.015807910	0.792815500	0.076179040	0.013329460	0.019595740	0.007799826	-0.777007600	0.752232800
00:00:02.502	0.570127400	0.015617950	0.794921600	0.075059760	0.012973980	0.019889650	0.007717493	-0.779303700	0.753099100
00:00:02.544	0.570921300	0.015469400	0.796895700	0.073968020	0.012591110	0.020134090	0.007612759	-0.781426400	0.754995800
00:00:02.585	0.571950300	0.015267200	0.798591100	0.072792140	0.012402130	0.020073370	0.007487215	-0.783323900	0.757823300
00:00:02.627	0.572709300	0.015057800	0.800568300	0.071449710	0.012548080	0.019906200	0.007372336	-0.785510500	0.762840400
00:00:02.669	0.573034600	0.014771560	0.803052400	0.070268630	0.012527970	0.019672130	0.007314701	-0.788280800	0.767614500
00:00:02.711	0.572875600	0.014724440	0.805692000	0.068685730	0.012677410	0.019369990	0.007270868	-0.790967500	0.772153600
00:00:02.752	0.573100700	0.014703700	0.807829100	0.067166230	0.012719190	0.019156590	0.007225352	-0.793125400	0.777663600
00:00:02.794	0.573887600	0.014825460	0.809007900	0.065667500	0.012549370	0.018855760	0.007168406	-0.794182500	0.784202500
00:00:02.836	0.574644400	0.015180730	0.810321900	0.064326280	0.012236210	0.018447000	0.007103142	-0.795141200	0.790551200
00:00:02.877	0.575593200	0.015559160	0.811258000	0.063086000	0.011982960	0.018216380	0.007025776	-0.795698900	0.795520700
00:00:02.919	0.577575800	0.015751870	0.809719400	0.062577290	0.011603130	0.018110960	0.006940564	-0.793967500	0.797691300
00:00:02.961	0.615438900	0.019089200	0.718993800	0.069734510	0.019038400	0.030020530	0.011047910	-0.699904600	0.797691300
00:00:03.002	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED
00:00:03.044	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED	FIT_FAILED
00:00:03.086	0.495639300	0.015093900	0.744765200	0.053623860	0.014041660	0.024318820	0.009426924	-0.729671200	0.794628700
00:00:03.128	0.546146300	0.019350540	0.657676200	0.066823970	0.018805240	0.026349720	0.010515010	-0.638325600	0.793362300
00:00:03.169	0.507405300	0.017938660	0.673127900	0.061368820	0.016946650	0.025131310	0.010048390	-0.655189200	0.791836100
00:00:03.211	0.517957900	0.018506290	0.688042300	0.058813360	0.015616510	0.024456440	0.009535928	-0.669536000	0.790323900
00:00:03.253	0.527075100	0.019100210	0.701566200	0.057113890	0.014439830	0.023752620	0.009102962	-0.682466000	0.789116800
00:00:03.294	0.534365300	0.019214520	0.714101900	0.056096900	0.013796430	0.023063240	0.008744254	-0.694887400	0.788193300
00:00:03.336	0.540273700	0.019110740	0.723923100	0.056247480	0.013559540	0.022150340	0.008423205	-0.704812300	0.787531700
00:00:03.378	0.546825400	0.018997700	0.730417300	0.056037220	0.013395210	0.021327940	0.008129157	-0.711419600	0.786822300
00:00:03.420	0.553274500	0.018986610	0.735296300	0.055158950	0.013269010	0.020519510	0.007873376	-0.716309700	0.786068700
