,TrialNumber,n_back,Stimulus_Letter,Response_Time,Correct_Response,Response,participant_id,correct,session_type
2884,3,3-Back,Y,79.0,3.0,4.0,Subject8,0,Calming
2885,3,3-Back,B,438.0,4.0,3.0,Subject8,0,Calming
2886,3,3-Back,A,334.0,4.0,4.0,Subject8,1,Calming
2887,3,3-Back,R,547.0,3.0,3.0,Subject8,1,Calming
2888,3,3-Back,P,652.0,3.0,3.0,Subject8,1,Calming
2889,3,3-Back,C,1003.0,3.0,3.0,Subject8,1,Calming
2890,4,1-Back,V,0.0,3.0,,Subject8,0,Calming
2891,4,1-Back,I,342.0,3.0,3.0,Subject8,1,Calming
2892,4,1-Back,Q,343.0,3.0,3.0,Subject8,1,Calming
2893,4,1-Back,H,117.0,3.0,3.0,Subject8,1,Calming
2894,4,1-Back,C,460.0,3.0,3.0,Subject8,1,Calming
2895,4,1-Back,N,484.0,3.0,3.0,Subject8,1,Calming
2896,4,1-Back,V,435.0,3.0,3.0,Subject8,1,Calming
2897,4,1-Back,Y,127.0,3.0,3.0,Subject8,1,Calming
2898,4,1-Back,Y,9.0,4.0,4.0,Subject8,1,Calming
2899,4,1-Back,K,244.0,3.0,3.0,Subject8,1,Calming
2900,4,1-Back,K,454.0,4.0,4.0,Subject8,1,Calming
2901,4,1-Back,I,396.0,3.0,3.0,Subject8,1,Calming
2902,4,1-Back,I,249.0,4.0,4.0,Subject8,1,Calming
2903,4,1-Back,O,318.0,3.0,3.0,Subject8,1,Calming
2904,4,1-Back,E,0.0,3.0,,Subject8,0,Calming
2905,4,1-Back,D,0.0,3.0,,Subject8,0,Calming
2906,4,1-Back,V,0.0,3.0,,Subject8,0,Calming
2907,4,1-Back,V,244.0,4.0,3.0,Subject8,0,Calming
2908,4,1-Back,N,179.0,3.0,3.0,Subject8,1,Calming
2909,4,1-Back,N,496.0,4.0,4.0,Subject8,1,Calming
2910,4,1-Back,D,820.0,3.0,3.0,Subject8,1,Calming
2911,4,1-Back,W,402.0,3.0,3.0,Subject8,1,Calming
2912,5,3-Back,C,0.0,3.0,,Subject8,0,Calming
2913,5,3-Back,B,0.0,3.0,,Subject8,0,Calming
2914,5,3-Back,Q,0.0,3.0,,Subject8,0,Calming
2915,5,3-Back,Y,205.0,3.0,3.0,Subject8,1,Calming
2916,5,3-Back,R,384.0,3.0,3.0,Subject8,1,Calming
2917,5,3-Back,I,371.0,3.0,3.0,Subject8,1,Calming
2918,5,3-Back,Y,256.0,4.0,4.0,Subject8,1,Calming
2919,5,3-Back,N,364.0,3.0,3.0,Subject8,1,Calming
2920,5,3-Back,Y,951.0,3.0,3.0,Subject8,1,Calming
2921,5,3-Back,X,461.0,3.0,3.0,Subject8,1,Calming
2922,5,3-Back,F,1021.0,3.0,3.0,Subject8,1,Calming
2923,5,3-Back,U,0.0,3.0,,Subject8,0,Calming
2924,5,3-Back,H,288.0,4.0,3.0,Subject8,0,Calming
2925,5,3-Back,U,162.0,3.0,3.0,Subject8,1,Calming
2926,5,3-Back,U,1053.0,3.0,3.0,Subject8,1,Calming
2927,5,3-Back,H,441.0,4.0,4.0,Subject8,1,Calming
2928,5,3-Back,W,233.0,3.0,4.0,Subject8,0,Calming
2929,5,3-Back,U,1100.0,4.0,3.0,Subject8,0,Calming
2930,5,3-Back,H,0.0,4.0,,Subject8,0,Calming
2931,5,3-Back,F,115.0,3.0,4.0,Subject8,0,Calming
2932,5,3-Back,I,204.0,3.0,3.0,Subject8,1,Calming
2933,5,3-Back,V,77.0,3.0,3.0,Subject8,1,Calming
2934,6,1-Back,U,0.0,3.0,,Subject8,0,Calming
2935,6,1-Back,R,84.0,3.0,3.0,Subject8,1,Calming
2936,6,1-Back,O,194.0,3.0,3.0,Subject8,1,Calming
2937,6,1-Back,P,90.0,3.0,3.0,Subject8,1,Calming
2938,6,1-Back,P,348.0,4.0,4.0,Subject8,1,Calming
2939,6,1-Back,P,292.0,4.0,4.0,Subject8,1,Calming
2940,6,1-Back,U,172.0,3.0,3.0,Subject8,1,Calming
2941,6,1-Back,Z,77.0,3.0,3.0,Subject8,1,Calming
2942,6,1-Back,U,765.0,3.0,3.0,Subject8,1,Calming
2943,6,1-Back,M,309.0,3.0,3.0,Subject8,1,Calming
2944,6,1-Back,M,248.0,4.0,4.0,Subject8,1,Calming
2945,6,1-Back,W,363.0,3.0,3.0,Subject8,1,Calming
2946,6,1-Back,I,1117.0,3.0,3.0,Subject8,1,Calming
2947,6,1-Back,F,0.0,3.0,,Subject8,0,Calming
2948,6,1-Back,M,879.0,3.0,3.0,Subject8,1,Calming
2949,6,1-Back,A,427.0,3.0,3.0,Subject8,1,Calming
2950,6,1-Back,G,244.0,3.0,3.0,Subject8,1,Calming
2951,6,1-Back,G,142.0,4.0,4.0,Subject8,1,Calming
2952,6,1-Back,R,578.0,3.0,3.0,Subject8,1,Calming
2953,6,1-Back,Q,275.0,3.0,3.0,Subject8,1,Calming
2954,6,1-Back,R,461.0,4.0,3.0,Subject8,0,Calming
2955,6,1-Back,Q,567.0,3.0,3.0,Subject8,1,Calming
2956,7,1-Back,S,0.0,3.0,,Subject8,0,Calming
2957,7,1-Back,R,638.0,3.0,3.0,Subject8,1,Calming
2958,7,1-Back,V,281.0,3.0,3.0,Subject8,1,Calming
2959,7,1-Back,V,619.0,4.0,3.0,Subject8,0,Calming
2960,7,1-Back,O,808.0,3.0,3.0,Subject8,1,Calming
2961,7,1-Back,A,227.0,3.0,3.0,Subject8,1,Calming
2962,7,1-Back,C,294.0,3.0,3.0,Subject8,1,Calming
2963,7,1-Back,N,210.0,3.0,3.0,Subject8,1,Calming
2964,7,1-Back,Y,77.0,3.0,3.0,Subject8,1,Calming
2965,7,1-Back,V,623.0,3.0,4.0,Subject8,0,Calming
2966,7,1-Back,V,352.0,4.0,4.0,Subject8,1,Calming
2967,7,1-Back,J,189.0,3.0,3.0,Subject8,1,Calming
2968,7,1-Back,U,884.0,3.0,3.0,Subject8,1,Calming
2969,7,1-Back,U,452.0,4.0,4.0,Subject8,1,Calming
2970,7,1-Back,U,298.0,4.0,4.0,Subject8,1,Calming
2971,7,1-Back,Y,311.0,3.0,3.0,Subject8,1,Calming
2972,7,1-Back,Y,225.0,4.0,4.0,Subject8,1,Calming
2973,7,1-Back,J,99.0,3.0,3.0,Subject8,1,Calming
2974,7,1-Back,I,474.0,3.0,3.0,Subject8,1,Calming
2975,7,1-Back,S,841.0,3.0,3.0,Subject8,1,Calming
2976,7,1-Back,U,509.0,3.0,3.0,Subject8,1,Calming
2977,7,1-Back,P,268.0,3.0,3.0,Subject8,1,Calming
2978,8,3-Back,L,0.0,3.0,,Subject8,0,Calming
2979,8,3-Back,A,0.0,3.0,,Subject8,0,Calming
2980,8,3-Back,P,0.0,3.0,,Subject8,0,Calming
2981,8,3-Back,L,257.0,4.0,4.0,Subject8,1,Calming
2982,8,3-Back,A,774.0,4.0,4.0,Subject8,1,Calming
2983,8,3-Back,N,353.0,3.0,3.0,Subject8,1,Calming
2984,8,3-Back,W,591.0,3.0,3.0,Subject8,1,Calming
2985,8,3-Back,C,390.0,3.0,3.0,Subject8,1,Calming
2986,8,3-Back,L,1062.0,3.0,4.0,Subject8,0,Calming
2987,8,3-Back,W,1269.0,4.0,3.0,Subject8,0,Calming
2988,8,3-Back,U,671.0,3.0,3.0,Subject8,1,Calming
2989,8,3-Back,S,354.0,3.0,3.0,Subject8,1,Calming
2990,8,3-Back,W,950.0,4.0,4.0,Subject8,1,Calming
2991,8,3-Back,Y,1013.0,3.0,3.0,Subject8,1,Calming
2992,8,3-Back,F,711.0,3.0,3.0,Subject8,1,Calming
2993,8,3-Back,L,800.0,3.0,4.0,Subject8,0,Calming
2994,8,3-Back,Y,1325.0,4.0,4.0,Subject8,1,Calming
2995,8,3-Back,U,280.0,3.0,3.0,Subject8,1,Calming
2996,8,3-Back,L,400.0,3.0,4.0,Subject8,0,Calming
2997,8,3-Back,I,13.0,3.0,3.0,Subject8,1,Calming
2998,8,3-Back,B,506.0,3.0,3.0,Subject8,1,Calming
2999,8,3-Back,T,1019.0,3.0,3.0,Subject8,1,Calming
3000,9,Rest,nan,,,,Subject8,0,Calming
3001,10,3-Back,E,0.0,3.0,,Subject8,0,Calming
3002,10,3-Back,G,0.0,3.0,,Subject8,0,Calming
3003,10,3-Back,S,0.0,3.0,,Subject8,0,Calming
3004,10,3-Back,J,590.0,3.0,3.0,Subject8,1,Calming
3005,10,3-Back,Z,374.0,3.0,3.0,Subject8,1,Calming
3006,10,3-Back,Q,551.0,3.0,3.0,Subject8,1,Calming
3007,10,3-Back,W,453.0,3.0,3.0,Subject8,1,Calming
3008,10,3-Back,K,291.0,3.0,3.0,Subject8,1,Calming
3009,10,3-Back,Q,80.0,3.0,4.0,Subject8,0,Calming
3010,10,3-Back,S,560.0,3.0,3.0,Subject8,1,Calming
3011,10,3-Back,M,439.0,3.0,3.0,Subject8,1,Calming
3012,10,3-Back,Q,929.0,3.0,4.0,Subject8,0,Calming
3013,10,3-Back,S,0.0,4.0,,Subject8,0,Calming
3014,10,3-Back,F,676.0,4.0,3.0,Subject8,0,Calming
3015,10,3-Back,Q,387.0,4.0,4.0,Subject8,1,Calming
3016,10,3-Back,X,789.0,3.0,3.0,Subject8,1,Calming
3017,10,3-Back,F,513.0,4.0,4.0,Subject8,1,Calming
3018,10,3-Back,K,568.0,3.0,3.0,Subject8,1,Calming
3019,10,3-Back,X,485.0,3.0,4.0,Subject8,0,Calming
3020,10,3-Back,K,1317.0,3.0,3.0,Subject8,1,Calming
3021,10,3-Back,R,0.0,3.0,,Subject8,0,Calming
3022,10,3-Back,X,347.0,4.0,3.0,Subject8,0,Calming
3023,11,1-Back,B,0.0,3.0,,Subject8,0,Calming
3024,11,1-Back,B,198.0,4.0,4.0,Subject8,1,Calming
3025,11,1-Back,V,191.0,3.0,3.0,Subject8,1,Calming
3026,11,1-Back,P,171.0,3.0,3.0,Subject8,1,Calming
3027,11,1-Back,P,126.0,4.0,4.0,Subject8,1,Calming
3028,11,1-Back,Q,523.0,3.0,3.0,Subject8,1,Calming
3029,11,1-Back,E,363.0,3.0,3.0,Subject8,1,Calming
3030,11,1-Back,E,317.0,4.0,4.0,Subject8,1,Calming
3031,11,1-Back,M,558.0,3.0,3.0,Subject8,1,Calming
3032,11,1-Back,M,335.0,4.0,4.0,Subject8,1,Calming
3033,11,1-Back,M,281.0,4.0,4.0,Subject8,1,Calming
3034,11,1-Back,T,193.0,3.0,3.0,Subject8,1,Calming
3035,11,1-Back,E,355.0,3.0,3.0,Subject8,1,Calming
3036,11,1-Back,R,286.0,3.0,3.0,Subject8,1,Calming
3037,11,1-Back,X,334.0,3.0,3.0,Subject8,1,Calming
3038,11,1-Back,E,116.0,3.0,3.0,Subject8,1,Calming
3039,11,1-Back,L,371.0,3.0,3.0,Subject8,1,Calming
3040,11,1-Back,B,642.0,3.0,3.0,Subject8,1,Calming
3041,11,1-Back,R,775.0,3.0,3.0,Subject8,1,Calming
3042,11,1-Back,W,614.0,3.0,3.0,Subject8,1,Calming
3043,11,1-Back,W,427.0,4.0,4.0,Subject8,1,Calming
3044,11,1-Back,I,137.0,3.0,3.0,Subject8,1,Calming
3045,12,1-Back,I,0.0,3.0,,Subject8,0,Calming
3046,12,1-Back,T,276.0,3.0,3.0,Subject8,1,Calming
3047,12,1-Back,H,252.0,3.0,3.0,Subject8,1,Calming
3048,12,1-Back,H,236.0,4.0,4.0,Subject8,1,Calming
3049,12,1-Back,Y,299.0,3.0,3.0,Subject8,1,Calming
3050,12,1-Back,G,423.0,3.0,3.0,Subject8,1,Calming
3051,12,1-Back,G,488.0,4.0,4.0,Subject8,1,Calming
3052,12,1-Back,G,431.0,4.0,4.0,Subject8,1,Calming
3053,12,1-Back,Y,302.0,3.0,3.0,Subject8,1,Calming
3054,12,1-Back,W,274.0,3.0,3.0,Subject8,1,Calming
3055,12,1-Back,W,180.0,4.0,4.0,Subject8,1,Calming
3056,12,1-Back,U,344.0,3.0,3.0,Subject8,1,Calming
3057,12,1-Back,A,705.0,3.0,3.0,Subject8,1,Calming
3058,12,1-Back,U,874.0,3.0,3.0,Subject8,1,Calming
3059,12,1-Back,R,1206.0,3.0,3.0,Subject8,1,Calming
3060,12,1-Back,W,734.0,3.0,3.0,Subject8,1,Calming
3061,12,1-Back,P,197.0,3.0,3.0,Subject8,1,Calming
3062,12,1-Back,Q,171.0,3.0,3.0,Subject8,1,Calming
3063,12,1-Back,C,50.0,3.0,3.0,Subject8,1,Calming
3064,12,1-Back,A,757.0,3.0,3.0,Subject8,1,Calming
3065,12,1-Back,A,183.0,4.0,4.0,Subject8,1,Calming
3066,12,1-Back,L,1013.0,3.0,3.0,Subject8,1,Calming
3067,13,3-Back,A,0.0,3.0,,Subject8,0,Calming
3068,13,3-Back,H,0.0,3.0,,Subject8,0,Calming
3069,13,3-Back,U,0.0,3.0,,Subject8,0,Calming
3070,13,3-Back,J,208.0,3.0,3.0,Subject8,1,Calming
3071,13,3-Back,V,0.0,3.0,,Subject8,0,Calming
3072,13,3-Back,N,176.0,3.0,3.0,Subject8,1,Calming
3073,13,3-Back,J,962.0,3.0,4.0,Subject8,0,Calming
3074,13,3-Back,V,0.0,4.0,,Subject8,0,Calming
3075,13,3-Back,N,67.0,4.0,3.0,Subject8,0,Calming
3076,13,3-Back,U,367.0,3.0,3.0,Subject8,1,Calming
3077,13,3-Back,V,167.0,4.0,4.0,Subject8,1,Calming
3078,13,3-Back,E,282.0,3.0,4.0,Subject8,0,Calming
3079,13,3-Back,D,135.0,3.0,3.0,Subject8,1,Calming
3080,13,3-Back,X,643.0,3.0,3.0,Subject8,1,Calming
3081,13,3-Back,Q,772.0,3.0,3.0,Subject8,1,Calming
3082,13,3-Back,O,234.0,3.0,4.0,Subject8,0,Calming
3083,13,3-Back,X,478.0,4.0,4.0,Subject8,1,Calming
3084,13,3-Back,N,334.0,3.0,3.0,Subject8,1,Calming
3085,13,3-Back,O,306.0,4.0,4.0,Subject8,1,Calming
3086,13,3-Back,P,464.0,3.0,3.0,Subject8,1,Calming
3087,13,3-Back,T,731.0,3.0,3.0,Subject8,1,Calming
3088,13,3-Back,W,917.0,3.0,3.0,Subject8,1,Calming
3089,14,3-Back,X,0.0,3.0,,Subject8,0,Calming
3090,14,3-Back,K,0.0,3.0,,Subject8,0,Calming
3091,14,3-Back,O,0.0,3.0,,Subject8,0,Calming
3092,14,3-Back,X,370.0,4.0,4.0,Subject8,1,Calming
3093,14,3-Back,K,632.0,4.0,4.0,Subject8,1,Calming
3094,14,3-Back,J,425.0,3.0,3.0,Subject8,1,Calming
3095,14,3-Back,M,375.0,3.0,3.0,Subject8,1,Calming
3096,14,3-Back,G,322.0,3.0,3.0,Subject8,1,Calming
3097,14,3-Back,Y,673.0,3.0,3.0,Subject8,1,Calming
3098,14,3-Back,M,1089.0,3.0,4.0,Subject8,0,Calming
3099,14,3-Back,K,443.0,3.0,4.0,Subject8,0,Calming
3100,14,3-Back,E,817.0,3.0,3.0,Subject8,1,Calming
3101,14,3-Back,S,310.0,3.0,3.0,Subject8,1,Calming
3102,14,3-Back,K,428.0,4.0,4.0,Subject8,1,Calming
3103,14,3-Back,E,588.0,4.0,4.0,Subject8,1,Calming
3104,14,3-Back,F,482.0,3.0,3.0,Subject8,1,Calming
3105,14,3-Back,P,1314.0,3.0,3.0,Subject8,1,Calming
3106,14,3-Back,J,706.0,3.0,3.0,Subject8,1,Calming
3107,14,3-Back,F,374.0,4.0,4.0,Subject8,1,Calming
3108,14,3-Back,N,651.0,3.0,3.0,Subject8,1,Calming
3109,14,3-Back,L,243.0,3.0,3.0,Subject8,1,Calming
3110,14,3-Back,T,513.0,3.0,3.0,Subject8,1,Calming
3111,15,1-Back,V,0.0,3.0,,Subject8,0,Calming
3112,15,1-Back,J,486.0,3.0,3.0,Subject8,1,Calming
3113,15,1-Back,U,37.0,3.0,3.0,Subject8,1,Calming
3114,15,1-Back,J,268.0,3.0,3.0,Subject8,1,Calming
3115,15,1-Back,J,190.0,4.0,4.0,Subject8,1,Calming
3116,15,1-Back,J,353.0,4.0,4.0,Subject8,1,Calming
3117,15,1-Back,K,75.0,3.0,3.0,Subject8,1,Calming
3118,15,1-Back,K,366.0,3.0,4.0,Subject8,0,Calming
3119,15,1-Back,F,246.0,3.0,3.0,Subject8,1,Calming
3120,15,1-Back,F,249.0,4.0,4.0,Subject8,1,Calming
3121,15,1-Back,M,333.0,3.0,3.0,Subject8,1,Calming
3122,15,1-Back,B,447.0,3.0,3.0,Subject8,1,Calming
3123,15,1-Back,O,286.0,3.0,3.0,Subject8,1,Calming
3124,15,1-Back,B,299.0,3.0,3.0,Subject8,1,Calming
3125,15,1-Back,W,318.0,3.0,3.0,Subject8,1,Calming
3126,15,1-Back,Z,320.0,3.0,3.0,Subject8,1,Calming
3127,15,1-Back,Z,281.0,4.0,4.0,Subject8,1,Calming
3128,15,1-Back,Y,950.0,3.0,3.0,Subject8,1,Calming
3129,15,1-Back,Z,0.0,3.0,,Subject8,0,Calming
3130,15,1-Back,E,975.0,3.0,3.0,Subject8,1,Calming
3131,15,1-Back,A,461.0,3.0,3.0,Subject8,1,Calming
3132,15,1-Back,A,169.0,4.0,4.0,Subject8,1,Calming
3133,16,3-Back,J,0.0,3.0,,Subject8,0,Calming
3134,16,3-Back,O,0.0,3.0,,Subject8,0,Calming
3135,16,3-Back,X,0.0,3.0,,Subject8,0,Calming
3136,16,3-Back,V,167.0,3.0,3.0,Subject8,1,Calming
3137,16,3-Back,X,161.0,3.0,4.0,Subject8,0,Calming
3138,16,3-Back,Y,326.0,3.0,4.0,Subject8,0,Calming
3139,16,3-Back,G,199.0,3.0,3.0,Subject8,1,Calming
3140,16,3-Back,A,1270.0,3.0,3.0,Subject8,1,Calming
3141,16,3-Back,C,0.0,3.0,,Subject8,0,Calming
3142,16,3-Back,G,216.0,4.0,3.0,Subject8,0,Calming
3143,16,3-Back,O,0.0,4.0,,Subject8,0,Calming
3144,16,3-Back,L,334.0,3.0,3.0,Subject8,1,Calming
3145,16,3-Back,H,97.0,3.0,3.0,Subject8,1,Calming
3146,16,3-Back,O,310.0,4.0,4.0,Subject8,1,Calming
3147,16,3-Back,Y,398.0,3.0,3.0,Subject8,1,Calming
3148,16,3-Back,H,376.0,4.0,4.0,Subject8,1,Calming
3149,16,3-Back,I,274.0,3.0,3.0,Subject8,1,Calming
3150,16,3-Back,N,347.0,3.0,3.0,Subject8,1,Calming
3151,16,3-Back,I,725.0,3.0,4.0,Subject8,0,Calming
3152,16,3-Back,D,305.0,3.0,3.0,Subject8,1,Calming
3153,16,3-Back,N,336.0,4.0,3.0,Subject8,0,Calming
3154,16,3-Back,W,1313.0,3.0,3.0,Subject8,1,Calming
3155,17,1-Back,I,0.0,3.0,,Subject8,0,Calming
3156,17,1-Back,T,103.0,3.0,3.0,Subject8,1,Calming
3157,17,1-Back,H,38.0,3.0,3.0,Subject8,1,Calming
3158,17,1-Back,H,16.0,4.0,4.0,Subject8,1,Calming
3159,17,1-Back,Y,499.0,3.0,3.0,Subject8,1,Calming
3160,17,1-Back,G,398.0,3.0,3.0,Subject8,1,Calming
3161,17,1-Back,G,41.0,4.0,4.0,Subject8,1,Calming
3162,17,1-Back,G,149.0,4.0,4.0,Subject8,1,Calming
3163,17,1-Back,Y,451.0,3.0,3.0,Subject8,1,Calming
3164,17,1-Back,W,128.0,3.0,3.0,Subject8,1,Calming
3165,17,1-Back,W,91.0,4.0,4.0,Subject8,1,Calming
3166,17,1-Back,U,90.0,3.0,3.0,Subject8,1,Calming
3167,17,1-Back,A,16.0,3.0,3.0,Subject8,1,Calming
3168,17,1-Back,U,492.0,3.0,3.0,Subject8,1,Calming
3169,17,1-Back,R,53.0,3.0,3.0,Subject8,1,Calming
3170,17,1-Back,W,20.0,3.0,3.0,Subject8,1,Calming
3171,17,1-Back,P,288.0,3.0,3.0,Subject8,1,Calming
3172,17,1-Back,Q,244.0,3.0,3.0,Subject8,1,Calming
3173,17,1-Back,C,219.0,3.0,3.0,Subject8,1,Calming
3174,17,1-Back,A,204.0,3.0,3.0,Subject8,1,Calming
3175,17,1-Back,A,161.0,4.0,4.0,Subject8,1,Calming
3176,17,1-Back,L,208.0,3.0,3.0,Subject8,1,Calming
3177,1,1-Back,L,0.0,3.0,,Subject8,0,Vexing
3178,1,1-Back,Q,263.0,3.0,3.0,Subject8,1,Vexing
3179,1,1-Back,U,12.0,3.0,3.0,Subject8,1,Vexing
3180,1,1-Back,O,53.0,3.0,3.0,Subject8,1,Vexing
3181,1,1-Back,U,353.0,3.0,3.0,Subject8,1,Vexing
3182,1,1-Back,U,1050.0,4.0,3.0,Subject8,0,Vexing
3183,1,1-Back,H,279.0,3.0,3.0,Subject8,1,Vexing
3184,1,1-Back,V,43.0,3.0,3.0,Subject8,1,Vexing
3185,1,1-Back,K,200.0,3.0,3.0,Subject8,1,Vexing
3186,1,1-Back,K,212.0,4.0,4.0,Subject8,1,Vexing
3187,1,1-Back,K,279.0,4.0,4.0,Subject8,1,Vexing
3188,1,1-Back,B,180.0,3.0,3.0,Subject8,1,Vexing
3189,1,1-Back,R,224.0,3.0,3.0,Subject8,1,Vexing
3190,1,1-Back,F,108.0,4.0,3.0,Subject8,0,Vexing
3191,1,1-Back,F,496.0,4.0,4.0,Subject8,1,Vexing
3192,1,1-Back,C,13.0,3.0,3.0,Subject8,1,Vexing
3193,1,1-Back,G,176.0,3.0,3.0,Subject8,1,Vexing
3194,1,1-Back,X,351.0,3.0,3.0,Subject8,1,Vexing
3195,1,1-Back,F,260.0,3.0,3.0,Subject8,1,Vexing
3196,1,1-Back,M,286.0,3.0,3.0,Subject8,1,Vexing
3197,1,1-Back,X,489.0,3.0,3.0,Subject8,1,Vexing
3198,1,1-Back,F,399.0,3.0,3.0,Subject8,1,Vexing
3199,2,3-Back,Z,0.0,3.0,,Subject8,0,Vexing
3200,2,3-Back,U,0.0,3.0,,Subject8,0,Vexing
3201,2,3-Back,F,0.0,3.0,,Subject8,0,Vexing
3202,2,3-Back,Z,246.0,3.0,4.0,Subject8,0,Vexing
3203,2,3-Back,B,150.0,3.0,3.0,Subject8,1,Vexing
3204,2,3-Back,L,396.0,3.0,3.0,Subject8,1,Vexing
3205,2,3-Back,K,248.0,3.0,3.0,Subject8,1,Vexing
3206,2,3-Back,C,301.0,3.0,3.0,Subject8,1,Vexing
3207,2,3-Back,L,353.0,3.0,4.0,Subject8,0,Vexing
3208,2,3-Back,J,190.0,3.0,3.0,Subject8,1,Vexing
3209,2,3-Back,G,155.0,3.0,3.0,Subject8,1,Vexing
3210,2,3-Back,F,199.0,3.0,4.0,Subject8,0,Vexing
3211,2,3-Back,J,539.0,4.0,4.0,Subject8,1,Vexing
3212,2,3-Back,G,1145.0,4.0,4.0,Subject8,1,Vexing
3213,2,3-Back,H,270.0,3.0,3.0,Subject8,1,Vexing
3214,2,3-Back,E,221.0,3.0,3.0,Subject8,1,Vexing
3215,2,3-Back,W,378.0,3.0,3.0,Subject8,1,Vexing
3216,2,3-Back,N,331.0,3.0,3.0,Subject8,1,Vexing
3217,2,3-Back,X,598.0,3.0,3.0,Subject8,1,Vexing
3218,2,3-Back,W,858.0,4.0,4.0,Subject8,1,Vexing
3219,2,3-Back,N,189.0,4.0,3.0,Subject8,0,Vexing
3220,2,3-Back,X,494.0,4.0,4.0,Subject8,1,Vexing
3221,3,1-Back,Y,0.0,3.0,,Subject8,0,Vexing
3222,3,1-Back,E,433.0,3.0,3.0,Subject8,1,Vexing
3223,3,1-Back,A,0.0,3.0,,Subject8,0,Vexing
3224,3,1-Back,A,106.0,4.0,4.0,Subject8,1,Vexing
3225,3,1-Back,V,321.0,4.0,3.0,Subject8,0,Vexing
3226,3,1-Back,X,312.0,4.0,3.0,Subject8,0,Vexing
3227,3,1-Back,X,305.0,4.0,4.0,Subject8,1,Vexing
3228,3,1-Back,S,199.0,3.0,3.0,Subject8,1,Vexing
3229,3,1-Back,G,215.0,3.0,3.0,Subject8,1,Vexing
3230,3,1-Back,P,33.0,3.0,3.0,Subject8,1,Vexing
3231,3,1-Back,Y,211.0,3.0,3.0,Subject8,1,Vexing
3232,3,1-Back,X,623.0,3.0,3.0,Subject8,1,Vexing
3233,3,1-Back,P,536.0,3.0,3.0,Subject8,1,Vexing
3234,3,1-Back,U,143.0,3.0,3.0,Subject8,1,Vexing
3235,3,1-Back,V,35.0,3.0,3.0,Subject8,1,Vexing
3236,3,1-Back,A,51.0,3.0,3.0,Subject8,1,Vexing
3237,3,1-Back,A,484.0,4.0,4.0,Subject8,1,Vexing
3238,3,1-Back,G,303.0,3.0,3.0,Subject8,1,Vexing
3239,3,1-Back,L,814.0,3.0,3.0,Subject8,1,Vexing
3240,3,1-Back,W,693.0,3.0,3.0,Subject8,1,Vexing
3241,3,1-Back,B,413.0,3.0,3.0,Subject8,1,Vexing
3242,3,1-Back,I,68.0,3.0,3.0,Subject8,1,Vexing
3243,4,3-Back,F,0.0,3.0,,Subject8,0,Vexing
3244,4,3-Back,O,0.0,3.0,,Subject8,0,Vexing
3245,4,3-Back,H,0.0,3.0,,Subject8,0,Vexing
3246,4,3-Back,W,0.0,3.0,,Subject8,0,Vexing
3247,4,3-Back,O,493.0,4.0,4.0,Subject8,1,Vexing
3248,4,3-Back,M,460.0,3.0,3.0,Subject8,1,Vexing
3249,4,3-Back,L,768.0,3.0,3.0,Subject8,1,Vexing
3250,4,3-Back,L,725.0,3.0,3.0,Subject8,1,Vexing
3251,4,3-Back,R,777.0,3.0,3.0,Subject8,1,Vexing
3252,4,3-Back,E,289.0,3.0,4.0,Subject8,0,Vexing
3253,4,3-Back,L,463.0,4.0,3.0,Subject8,0,Vexing
3254,4,3-Back,N,241.0,3.0,3.0,Subject8,1,Vexing
3255,4,3-Back,J,269.0,3.0,3.0,Subject8,1,Vexing
3256,4,3-Back,M,268.0,3.0,4.0,Subject8,0,Vexing
3257,4,3-Back,Y,238.0,3.0,3.0,Subject8,1,Vexing
3258,4,3-Back,U,299.0,3.0,3.0,Subject8,1,Vexing
3259,4,3-Back,S,261.0,3.0,3.0,Subject8,1,Vexing
3260,4,3-Back,Y,261.0,4.0,3.0,Subject8,0,Vexing
3261,4,3-Back,M,217.0,3.0,4.0,Subject8,0,Vexing
3262,4,3-Back,S,1426.0,4.0,3.0,Subject8,0,Vexing
3263,4,3-Back,Y,806.0,4.0,4.0,Subject8,1,Vexing
3264,4,3-Back,N,438.0,3.0,4.0,Subject8,0,Vexing
3265,5,1-Back,A,0.0,3.0,,Subject8,0,Vexing
3266,5,1-Back,A,92.0,4.0,4.0,Subject8,1,Vexing
3267,5,1-Back,D,257.0,3.0,3.0,Subject8,1,Vexing
3268,5,1-Back,M,88.0,3.0,3.0,Subject8,1,Vexing
3269,5,1-Back,X,259.0,3.0,3.0,Subject8,1,Vexing
3270,5,1-Back,H,147.0,3.0,3.0,Subject8,1,Vexing
3271,5,1-Back,U,0.0,3.0,,Subject8,0,Vexing
3272,5,1-Back,G,74.0,3.0,3.0,Subject8,1,Vexing
3273,5,1-Back,G,241.0,4.0,4.0,Subject8,1,Vexing
3274,5,1-Back,G,250.0,4.0,4.0,Subject8,1,Vexing
3275,5,1-Back,C,353.0,3.0,3.0,Subject8,1,Vexing
3276,5,1-Back,W,449.0,3.0,3.0,Subject8,1,Vexing
3277,5,1-Back,Y,203.0,3.0,3.0,Subject8,1,Vexing
3278,5,1-Back,Y,246.0,4.0,4.0,Subject8,1,Vexing
3279,5,1-Back,N,247.0,3.0,3.0,Subject8,1,Vexing
3280,5,1-Back,N,437.0,4.0,4.0,Subject8,1,Vexing
3281,5,1-Back,X,243.0,3.0,3.0,Subject8,1,Vexing
