,TrialNumber,n_back,Stimulus_Letter,Response_Time,Correct_Response,Response,participant_id,correct,session_type
2492,1,1-Back,F,296.0,3.0,3.0,Subject6,1,Vexing
2493,2,3-Back,Z,0.0,3.0,,Subject6,0,Vexing
2494,2,3-Back,U,0.0,3.0,,Subject6,0,Vexing
2495,2,3-Back,F,0.0,3.0,,Subject6,0,Vexing
2496,2,3-Back,Z,322.0,3.0,3.0,Subject6,1,Vexing
2497,2,3-Back,B,396.0,3.0,3.0,Subject6,1,Vexing
2498,2,3-Back,L,59.0,3.0,3.0,Subject6,1,Vexing
2499,2,3-Back,K,81.0,3.0,3.0,Subject6,1,Vexing
2500,2,3-Back,C,390.0,3.0,3.0,Subject6,1,Vexing
2501,2,3-Back,L,300.0,3.0,3.0,Subject6,1,Vexing
2502,2,3-Back,J,76.0,3.0,3.0,Subject6,1,Vexing
2503,2,3-Back,G,331.0,3.0,3.0,Subject6,1,Vexing
2504,2,3-Back,F,304.0,3.0,3.0,Subject6,1,Vexing
2505,2,3-Back,J,0.0,4.0,,Subject6,0,Vexing
2506,2,3-Back,G,271.0,4.0,4.0,Subject6,1,Vexing
2507,2,3-Back,H,157.0,3.0,3.0,Subject6,1,Vexing
2508,2,3-Back,E,345.0,3.0,3.0,Subject6,1,Vexing
2509,2,3-Back,W,368.0,3.0,3.0,Subject6,1,Vexing
2510,2,3-Back,N,425.0,3.0,3.0,Subject6,1,Vexing
2511,2,3-Back,X,13.0,3.0,3.0,Subject6,1,Vexing
2512,2,3-Back,W,14.0,4.0,4.0,Subject6,1,Vexing
2513,2,3-Back,N,286.0,4.0,3.0,Subject6,0,Vexing
2514,2,3-Back,X,319.0,4.0,3.0,Subject6,0,Vexing
2515,3,1-Back,Y,0.0,3.0,,Subject6,0,Vexing
2516,3,1-Back,E,0.0,3.0,,Subject6,0,Vexing
2517,3,1-Back,A,208.0,3.0,3.0,Subject6,1,Vexing
2518,3,1-Back,A,352.0,4.0,4.0,Subject6,1,Vexing
2519,3,1-Back,V,330.0,4.0,3.0,Subject6,0,Vexing
2520,3,1-Back,X,241.0,4.0,3.0,Subject6,0,Vexing
2521,3,1-Back,X,276.0,4.0,4.0,Subject6,1,Vexing
2522,3,1-Back,S,338.0,3.0,3.0,Subject6,1,Vexing
2523,3,1-Back,G,213.0,3.0,3.0,Subject6,1,Vexing
2524,3,1-Back,P,290.0,3.0,3.0,Subject6,1,Vexing
2525,3,1-Back,Y,261.0,3.0,3.0,Subject6,1,Vexing
2526,3,1-Back,X,301.0,3.0,3.0,Subject6,1,Vexing
2527,3,1-Back,P,256.0,3.0,3.0,Subject6,1,Vexing
2528,3,1-Back,U,269.0,3.0,3.0,Subject6,1,Vexing
2529,3,1-Back,V,220.0,3.0,3.0,Subject6,1,Vexing
2530,3,1-Back,A,323.0,3.0,3.0,Subject6,1,Vexing
2531,3,1-Back,A,333.0,4.0,4.0,Subject6,1,Vexing
2532,3,1-Back,G,206.0,3.0,3.0,Subject6,1,Vexing
2533,3,1-Back,L,328.0,3.0,3.0,Subject6,1,Vexing
2534,3,1-Back,W,344.0,3.0,3.0,Subject6,1,Vexing
2535,3,1-Back,B,388.0,3.0,3.0,Subject6,1,Vexing
2536,3,1-Back,I,256.0,3.0,3.0,Subject6,1,Vexing
2537,4,3-Back,F,0.0,3.0,,Subject6,0,Vexing
2538,4,3-Back,O,0.0,3.0,,Subject6,0,Vexing
2539,4,3-Back,H,0.0,3.0,,Subject6,0,Vexing
2540,4,3-Back,W,301.0,3.0,3.0,Subject6,1,Vexing
2541,4,3-Back,O,342.0,4.0,4.0,Subject6,1,Vexing
2542,4,3-Back,M,343.0,3.0,3.0,Subject6,1,Vexing
2543,4,3-Back,L,300.0,3.0,3.0,Subject6,1,Vexing
2544,4,3-Back,L,400.0,3.0,4.0,Subject6,0,Vexing
2545,4,3-Back,R,466.0,3.0,3.0,Subject6,1,Vexing
2546,4,3-Back,E,111.0,3.0,3.0,Subject6,1,Vexing
2547,4,3-Back,L,97.0,4.0,4.0,Subject6,1,Vexing
2548,4,3-Back,N,0.0,3.0,,Subject6,0,Vexing
2549,4,3-Back,J,0.0,3.0,,Subject6,0,Vexing
2550,4,3-Back,M,0.0,3.0,,Subject6,0,Vexing
2551,4,3-Back,Y,0.0,3.0,,Subject6,0,Vexing
2552,4,3-Back,U,354.0,3.0,3.0,Subject6,1,Vexing
2553,4,3-Back,S,441.0,3.0,3.0,Subject6,1,Vexing
2554,4,3-Back,Y,327.0,4.0,4.0,Subject6,1,Vexing
2555,4,3-Back,M,259.0,3.0,3.0,Subject6,1,Vexing
2556,4,3-Back,S,438.0,4.0,4.0,Subject6,1,Vexing
2557,4,3-Back,Y,0.0,4.0,,Subject6,0,Vexing
2558,4,3-Back,N,367.0,3.0,3.0,Subject6,1,Vexing
2559,5,1-Back,A,472.0,3.0,3.0,Subject6,1,Vexing
2560,5,1-Back,A,322.0,4.0,3.0,Subject6,0,Vexing
2561,5,1-Back,D,359.0,3.0,3.0,Subject6,1,Vexing
2562,5,1-Back,M,403.0,3.0,3.0,Subject6,1,Vexing
2563,5,1-Back,X,280.0,3.0,3.0,Subject6,1,Vexing
2564,5,1-Back,H,311.0,3.0,3.0,Subject6,1,Vexing
2565,5,1-Back,U,280.0,3.0,3.0,Subject6,1,Vexing
2566,5,1-Back,G,325.0,3.0,3.0,Subject6,1,Vexing
2567,5,1-Back,G,411.0,4.0,4.0,Subject6,1,Vexing
2568,5,1-Back,G,347.0,4.0,4.0,Subject6,1,Vexing
2569,5,1-Back,C,353.0,3.0,3.0,Subject6,1,Vexing
2570,5,1-Back,W,290.0,3.0,3.0,Subject6,1,Vexing
2571,5,1-Back,Y,271.0,3.0,3.0,Subject6,1,Vexing
2572,5,1-Back,Y,256.0,4.0,3.0,Subject6,0,Vexing
2573,5,1-Back,N,306.0,3.0,3.0,Subject6,1,Vexing
2574,5,1-Back,N,63.0,4.0,4.0,Subject6,1,Vexing
2575,5,1-Back,X,358.0,3.0,3.0,Subject6,1,Vexing
2576,5,1-Back,M,250.0,3.0,3.0,Subject6,1,Vexing
2577,5,1-Back,X,21.0,3.0,3.0,Subject6,1,Vexing
2578,5,1-Back,A,264.0,3.0,3.0,Subject6,1,Vexing
2579,5,1-Back,D,265.0,3.0,3.0,Subject6,1,Vexing
2580,5,1-Back,T,227.0,3.0,3.0,Subject6,1,Vexing
2581,6,3-Back,V,0.0,3.0,,Subject6,0,Vexing
2582,6,3-Back,D,0.0,3.0,,Subject6,0,Vexing
2583,6,3-Back,K,0.0,3.0,,Subject6,0,Vexing
2584,6,3-Back,D,1032.0,3.0,3.0,Subject6,1,Vexing
2585,6,3-Back,Z,122.0,3.0,3.0,Subject6,1,Vexing
2586,6,3-Back,J,183.0,3.0,3.0,Subject6,1,Vexing
2587,6,3-Back,G,170.0,3.0,3.0,Subject6,1,Vexing
2588,6,3-Back,Z,350.0,4.0,3.0,Subject6,0,Vexing
2589,6,3-Back,J,0.0,4.0,,Subject6,0,Vexing
2590,6,3-Back,Q,0.0,3.0,,Subject6,0,Vexing
2591,6,3-Back,B,368.0,3.0,3.0,Subject6,1,Vexing
2592,6,3-Back,Z,368.0,3.0,3.0,Subject6,1,Vexing
2593,6,3-Back,Q,419.0,4.0,4.0,Subject6,1,Vexing
2594,6,3-Back,B,0.0,4.0,,Subject6,0,Vexing
2595,6,3-Back,B,430.0,3.0,3.0,Subject6,1,Vexing
2596,6,3-Back,E,499.0,3.0,3.0,Subject6,1,Vexing
2597,6,3-Back,G,185.0,3.0,3.0,Subject6,1,Vexing
2598,6,3-Back,B,361.0,4.0,4.0,Subject6,1,Vexing
2599,6,3-Back,X,217.0,3.0,3.0,Subject6,1,Vexing
2600,6,3-Back,U,455.0,3.0,3.0,Subject6,1,Vexing
2601,6,3-Back,J,941.0,3.0,3.0,Subject6,1,Vexing
2602,6,3-Back,V,476.0,3.0,3.0,Subject6,1,Vexing
2603,7,1-Back,A,0.0,3.0,,Subject6,0,Vexing
2604,7,1-Back,W,311.0,3.0,3.0,Subject6,1,Vexing
2605,7,1-Back,X,350.0,3.0,3.0,Subject6,1,Vexing
2606,7,1-Back,M,240.0,3.0,3.0,Subject6,1,Vexing
2607,7,1-Back,F,199.0,3.0,3.0,Subject6,1,Vexing
2608,7,1-Back,S,218.0,3.0,3.0,Subject6,1,Vexing
2609,7,1-Back,E,203.0,3.0,3.0,Subject6,1,Vexing
2610,7,1-Back,E,168.0,4.0,3.0,Subject6,0,Vexing
2611,7,1-Back,U,224.0,3.0,3.0,Subject6,1,Vexing
2612,7,1-Back,Y,380.0,3.0,3.0,Subject6,1,Vexing
2613,7,1-Back,Y,300.0,4.0,4.0,Subject6,1,Vexing
2614,7,1-Back,Y,257.0,4.0,3.0,Subject6,0,Vexing
2615,7,1-Back,V,403.0,3.0,3.0,Subject6,1,Vexing
2616,7,1-Back,A,211.0,3.0,3.0,Subject6,1,Vexing
2617,7,1-Back,A,414.0,4.0,4.0,Subject6,1,Vexing
2618,7,1-Back,G,304.0,3.0,3.0,Subject6,1,Vexing
2619,7,1-Back,S,242.0,3.0,3.0,Subject6,1,Vexing
2620,7,1-Back,F,211.0,3.0,3.0,Subject6,1,Vexing
2621,7,1-Back,I,386.0,3.0,3.0,Subject6,1,Vexing
2622,7,1-Back,B,179.0,3.0,3.0,Subject6,1,Vexing
2623,7,1-Back,B,136.0,4.0,3.0,Subject6,0,Vexing
2624,7,1-Back,T,420.0,3.0,3.0,Subject6,1,Vexing
2625,8,3-Back,T,0.0,3.0,,Subject6,0,Vexing
2626,8,3-Back,R,0.0,3.0,,Subject6,0,Vexing
2627,8,3-Back,A,0.0,3.0,,Subject6,0,Vexing
2628,8,3-Back,M,308.0,3.0,3.0,Subject6,1,Vexing
2629,8,3-Back,Z,303.0,3.0,3.0,Subject6,1,Vexing
2630,8,3-Back,C,348.0,3.0,3.0,Subject6,1,Vexing
2631,8,3-Back,M,357.0,3.0,4.0,Subject6,0,Vexing
2632,8,3-Back,O,368.0,3.0,3.0,Subject6,1,Vexing
2633,8,3-Back,P,309.0,3.0,3.0,Subject6,1,Vexing
2634,8,3-Back,M,344.0,4.0,4.0,Subject6,1,Vexing
2635,8,3-Back,O,243.0,4.0,3.0,Subject6,0,Vexing
2636,8,3-Back,O,325.0,3.0,3.0,Subject6,1,Vexing
2637,8,3-Back,B,12.0,3.0,3.0,Subject6,1,Vexing
2638,8,3-Back,H,467.0,3.0,3.0,Subject6,1,Vexing
2639,8,3-Back,Z,389.0,4.0,3.0,Subject6,0,Vexing
2640,8,3-Back,Q,457.0,3.0,3.0,Subject6,1,Vexing
2641,8,3-Back,Y,351.0,3.0,3.0,Subject6,1,Vexing
2642,8,3-Back,Z,435.0,4.0,4.0,Subject6,1,Vexing
2643,8,3-Back,M,344.0,3.0,3.0,Subject6,1,Vexing
2644,8,3-Back,R,0.0,3.0,,Subject6,0,Vexing
2645,8,3-Back,P,116.0,3.0,3.0,Subject6,1,Vexing
2646,8,3-Back,M,428.0,4.0,4.0,Subject6,1,Vexing
2647,9,Rest,nan,,,,Subject6,0,Vexing
2648,10,1-Back,J,0.0,3.0,,Subject6,0,Vexing
2649,10,1-Back,J,281.0,4.0,3.0,Subject6,0,Vexing
2650,10,1-Back,N,432.0,3.0,3.0,Subject6,1,Vexing
2651,10,1-Back,S,287.0,3.0,3.0,Subject6,1,Vexing
2652,10,1-Back,N,258.0,3.0,3.0,Subject6,1,Vexing
2653,10,1-Back,N,390.0,4.0,4.0,Subject6,1,Vexing
2654,10,1-Back,R,251.0,3.0,3.0,Subject6,1,Vexing
2655,10,1-Back,R,228.0,4.0,3.0,Subject6,0,Vexing
2656,10,1-Back,I,335.0,3.0,3.0,Subject6,1,Vexing
2657,10,1-Back,V,283.0,3.0,3.0,Subject6,1,Vexing
2658,10,1-Back,R,56.0,3.0,3.0,Subject6,1,Vexing
2659,10,1-Back,P,317.0,3.0,3.0,Subject6,1,Vexing
2660,10,1-Back,A,252.0,3.0,3.0,Subject6,1,Vexing
2661,10,1-Back,C,226.0,3.0,3.0,Subject6,1,Vexing
2662,10,1-Back,V,90.0,4.0,3.0,Subject6,0,Vexing
2663,10,1-Back,V,351.0,4.0,4.0,Subject6,1,Vexing
2664,10,1-Back,I,227.0,3.0,3.0,Subject6,1,Vexing
2665,10,1-Back,L,297.0,3.0,3.0,Subject6,1,Vexing
2666,10,1-Back,U,252.0,3.0,3.0,Subject6,1,Vexing
2667,10,1-Back,D,326.0,3.0,3.0,Subject6,1,Vexing
2668,10,1-Back,P,202.0,3.0,3.0,Subject6,1,Vexing
2669,10,1-Back,Y,202.0,3.0,3.0,Subject6,1,Vexing
2670,11,3-Back,C,0.0,3.0,,Subject6,0,Vexing
2671,11,3-Back,B,0.0,3.0,,Subject6,0,Vexing
2672,11,3-Back,Q,0.0,3.0,,Subject6,0,Vexing
2673,11,3-Back,Z,335.0,3.0,3.0,Subject6,1,Vexing
2674,11,3-Back,J,282.0,3.0,3.0,Subject6,1,Vexing
2675,11,3-Back,Q,360.0,4.0,4.0,Subject6,1,Vexing
2676,11,3-Back,B,341.0,3.0,3.0,Subject6,1,Vexing
2677,11,3-Back,F,355.0,3.0,3.0,Subject6,1,Vexing
2678,11,3-Back,B,311.0,3.0,3.0,Subject6,1,Vexing
2679,11,3-Back,M,344.0,3.0,3.0,Subject6,1,Vexing
2680,11,3-Back,D,338.0,3.0,3.0,Subject6,1,Vexing
2681,11,3-Back,Z,360.0,3.0,3.0,Subject6,1,Vexing
2682,11,3-Back,L,367.0,3.0,3.0,Subject6,1,Vexing
2683,11,3-Back,O,340.0,3.0,3.0,Subject6,1,Vexing
2684,11,3-Back,S,421.0,3.0,3.0,Subject6,1,Vexing
2685,11,3-Back,A,312.0,3.0,3.0,Subject6,1,Vexing
2686,11,3-Back,O,0.0,4.0,,Subject6,0,Vexing
2687,11,3-Back,Y,437.0,3.0,3.0,Subject6,1,Vexing
2688,11,3-Back,A,9.0,4.0,4.0,Subject6,1,Vexing
2689,11,3-Back,U,405.0,3.0,3.0,Subject6,1,Vexing
2690,11,3-Back,Y,117.0,4.0,4.0,Subject6,1,Vexing
2691,11,3-Back,A,0.0,4.0,,Subject6,0,Vexing
2692,12,3-Back,W,0.0,3.0,,Subject6,0,Vexing
2693,12,3-Back,Y,0.0,3.0,,Subject6,0,Vexing
2694,12,3-Back,E,0.0,3.0,,Subject6,0,Vexing
2695,12,3-Back,S,334.0,3.0,3.0,Subject6,1,Vexing
2696,12,3-Back,Y,0.0,4.0,,Subject6,0,Vexing
2697,12,3-Back,E,469.0,4.0,4.0,Subject6,1,Vexing
2698,12,3-Back,G,312.0,3.0,3.0,Subject6,1,Vexing
2699,12,3-Back,Q,300.0,3.0,3.0,Subject6,1,Vexing
2700,12,3-Back,V,303.0,3.0,3.0,Subject6,1,Vexing
2701,12,3-Back,W,384.0,3.0,3.0,Subject6,1,Vexing
2702,12,3-Back,K,34.0,3.0,3.0,Subject6,1,Vexing
2703,12,3-Back,D,164.0,3.0,3.0,Subject6,1,Vexing
2704,12,3-Back,C,36.0,3.0,3.0,Subject6,1,Vexing
2705,12,3-Back,U,27.0,3.0,3.0,Subject6,1,Vexing
2706,12,3-Back,V,425.0,3.0,3.0,Subject6,1,Vexing
2707,12,3-Back,A,15.0,3.0,3.0,Subject6,1,Vexing
2708,12,3-Back,U,355.0,4.0,4.0,Subject6,1,Vexing
2709,12,3-Back,X,486.0,3.0,3.0,Subject6,1,Vexing
2710,12,3-Back,A,535.0,4.0,3.0,Subject6,0,Vexing
2711,12,3-Back,U,435.0,3.0,3.0,Subject6,1,Vexing
2712,12,3-Back,X,0.0,4.0,,Subject6,0,Vexing
2713,12,3-Back,M,317.0,3.0,3.0,Subject6,1,Vexing
2714,13,1-Back,K,0.0,3.0,,Subject6,0,Vexing
2715,13,1-Back,B,414.0,3.0,3.0,Subject6,1,Vexing
2716,13,1-Back,U,315.0,3.0,3.0,Subject6,1,Vexing
2717,13,1-Back,Q,193.0,3.0,3.0,Subject6,1,Vexing
2718,13,1-Back,N,252.0,3.0,3.0,Subject6,1,Vexing
2719,13,1-Back,O,295.0,3.0,3.0,Subject6,1,Vexing
2720,13,1-Back,I,218.0,3.0,3.0,Subject6,1,Vexing
2721,13,1-Back,T,380.0,3.0,3.0,Subject6,1,Vexing
2722,13,1-Back,W,263.0,3.0,3.0,Subject6,1,Vexing
2723,13,1-Back,I,247.0,4.0,3.0,Subject6,0,Vexing
2724,13,1-Back,I,380.0,4.0,4.0,Subject6,1,Vexing
2725,13,1-Back,U,281.0,3.0,3.0,Subject6,1,Vexing
2726,13,1-Back,B,322.0,3.0,3.0,Subject6,1,Vexing
2727,13,1-Back,K,274.0,3.0,3.0,Subject6,1,Vexing
2728,13,1-Back,Z,207.0,3.0,3.0,Subject6,1,Vexing
2729,13,1-Back,I,261.0,3.0,3.0,Subject6,1,Vexing
2730,13,1-Back,I,242.0,4.0,3.0,Subject6,0,Vexing
2731,13,1-Back,W,367.0,3.0,3.0,Subject6,1,Vexing
2732,13,1-Back,W,325.0,4.0,4.0,Subject6,1,Vexing
2733,13,1-Back,N,311.0,3.0,3.0,Subject6,1,Vexing
2734,13,1-Back,N,462.0,4.0,4.0,Subject6,1,Vexing
2735,13,1-Back,T,286.0,3.0,3.0,Subject6,1,Vexing
2736,14,3-Back,O,0.0,3.0,,Subject6,0,Vexing
2737,14,3-Back,E,0.0,3.0,,Subject6,0,Vexing
2738,14,3-Back,X,0.0,3.0,,Subject6,0,Vexing
2739,14,3-Back,M,306.0,3.0,3.0,Subject6,1,Vexing
2740,14,3-Back,I,258.0,3.0,3.0,Subject6,1,Vexing
2741,14,3-Back,P,260.0,3.0,3.0,Subject6,1,Vexing
2742,14,3-Back,M,388.0,4.0,4.0,Subject6,1,Vexing
2743,14,3-Back,U,272.0,3.0,3.0,Subject6,1,Vexing
2744,14,3-Back,D,363.0,3.0,3.0,Subject6,1,Vexing
2745,14,3-Back,F,328.0,3.0,3.0,Subject6,1,Vexing
2746,14,3-Back,S,296.0,3.0,3.0,Subject6,1,Vexing
2747,14,3-Back,D,338.0,4.0,4.0,Subject6,1,Vexing
2748,14,3-Back,R,339.0,3.0,3.0,Subject6,1,Vexing
2749,14,3-Back,Q,353.0,3.0,3.0,Subject6,1,Vexing
2750,14,3-Back,F,405.0,3.0,3.0,Subject6,1,Vexing
2751,14,3-Back,A,342.0,3.0,3.0,Subject6,1,Vexing
2752,14,3-Back,X,305.0,3.0,3.0,Subject6,1,Vexing
2753,14,3-Back,F,393.0,3.0,4.0,Subject6,0,Vexing
2754,14,3-Back,A,329.0,4.0,4.0,Subject6,1,Vexing
2755,14,3-Back,X,441.0,4.0,4.0,Subject6,1,Vexing
2756,14,3-Back,Y,158.0,3.0,3.0,Subject6,1,Vexing
2757,14,3-Back,A,425.0,4.0,4.0,Subject6,1,Vexing
2758,15,1-Back,F,0.0,3.0,,Subject6,0,Vexing
2759,15,1-Back,F,14.0,4.0,4.0,Subject6,1,Vexing
2760,15,1-Back,F,376.0,4.0,4.0,Subject6,1,Vexing
2761,15,1-Back,N,277.0,3.0,3.0,Subject6,1,Vexing
2762,15,1-Back,V,243.0,3.0,3.0,Subject6,1,Vexing
2763,15,1-Back,J,230.0,3.0,3.0,Subject6,1,Vexing
2764,15,1-Back,O,326.0,3.0,3.0,Subject6,1,Vexing
2765,15,1-Back,S,237.0,3.0,3.0,Subject6,1,Vexing
2766,15,1-Back,F,278.0,3.0,3.0,Subject6,1,Vexing
2767,15,1-Back,A,191.0,3.0,3.0,Subject6,1,Vexing
2768,15,1-Back,A,337.0,4.0,4.0,Subject6,1,Vexing
2769,15,1-Back,N,240.0,3.0,3.0,Subject6,1,Vexing
2770,15,1-Back,O,233.0,3.0,3.0,Subject6,1,Vexing
2771,15,1-Back,A,222.0,3.0,3.0,Subject6,1,Vexing
2772,15,1-Back,X,260.0,3.0,3.0,Subject6,1,Vexing
2773,15,1-Back,U,237.0,3.0,3.0,Subject6,1,Vexing
2774,15,1-Back,U,343.0,4.0,4.0,Subject6,1,Vexing
2775,15,1-Back,D,351.0,3.0,3.0,Subject6,1,Vexing
2776,15,1-Back,D,335.0,4.0,4.0,Subject6,1,Vexing
2777,15,1-Back,J,260.0,3.0,3.0,Subject6,1,Vexing
2778,15,1-Back,Q,272.0,3.0,3.0,Subject6,1,Vexing
2779,15,1-Back,Y,201.0,3.0,3.0,Subject6,1,Vexing
2780,16,3-Back,J,0.0,2.0,,Subject6,0,Vexing
2781,16,3-Back,H,0.0,2.0,,Subject6,0,Vexing
2782,16,3-Back,G,0.0,2.0,,Subject6,0,Vexing
2783,16,3-Back,A,254.0,2.0,3.0,Subject6,0,Vexing
2784,16,3-Back,B,247.0,2.0,3.0,Subject6,0,Vexing
2785,16,3-Back,B,296.0,1.0,3.0,Subject6,0,Vexing
2786,16,3-Back,C,265.0,2.0,3.0,Subject6,0,Vexing
2787,16,3-Back,J,178.0,2.0,3.0,Subject6,0,Vexing
2788,16,3-Back,H,396.0,2.0,3.0,Subject6,0,Vexing
2789,16,3-Back,G,304.0,2.0,3.0,Subject6,0,Vexing
2790,16,3-Back,G,494.0,1.0,4.0,Subject6,0,Vexing
2791,16,3-Back,H,0.0,2.0,,Subject6,0,Vexing
2792,16,3-Back,J,125.0,2.0,3.0,Subject6,0,Vexing
2793,16,3-Back,A,0.0,2.0,,Subject6,0,Vexing
2794,16,3-Back,J,274.0,2.0,3.0,Subject6,0,Vexing
2795,16,3-Back,J,127.0,1.0,4.0,Subject6,0,Vexing
2796,16,3-Back,G,293.0,2.0,3.0,Subject6,0,Vexing
2797,16,3-Back,H,462.0,2.0,3.0,Subject6,0,Vexing
2798,16,3-Back,H,327.0,1.0,3.0,Subject6,0,Vexing
2799,16,3-Back,I,384.0,2.0,3.0,Subject6,0,Vexing
2800,16,3-Back,I,303.0,1.0,3.0,Subject6,0,Vexing
2801,16,3-Back,A,490.0,2.0,3.0,Subject6,0,Vexing
2802,17,1-Back,B,0.0,3.0,,Subject6,0,Vexing
2803,17,1-Back,B,0.0,4.0,,Subject6,0,Vexing
2804,17,1-Back,U,260.0,3.0,3.0,Subject6,1,Vexing
2805,17,1-Back,F,136.0,3.0,3.0,Subject6,1,Vexing
2806,17,1-Back,F,218.0,4.0,3.0,Subject6,0,Vexing
2807,17,1-Back,T,235.0,3.0,3.0,Subject6,1,Vexing
2808,17,1-Back,T,349.0,4.0,4.0,Subject6,1,Vexing
2809,17,1-Back,O,279.0,3.0,3.0,Subject6,1,Vexing
2810,17,1-Back,R,257.0,3.0,3.0,Subject6,1,Vexing
2811,17,1-Back,Q,287.0,3.0,3.0,Subject6,1,Vexing
2812,17,1-Back,X,183.0,3.0,3.0,Subject6,1,Vexing
2813,17,1-Back,X,349.0,4.0,4.0,Subject6,1,Vexing
2814,17,1-Back,R,216.0,3.0,3.0,Subject6,1,Vexing
2815,17,1-Back,S,200.0,3.0,3.0,Subject6,1,Vexing
2816,17,1-Back,S,376.0,4.0,4.0,Subject6,1,Vexing
2817,17,1-Back,L,182.0,3.0,3.0,Subject6,1,Vexing
2818,17,1-Back,Q,205.0,3.0,3.0,Subject6,1,Vexing
2819,17,1-Back,R,226.0,3.0,3.0,Subject6,1,Vexing
2820,17,1-Back,B,160.0,3.0,3.0,Subject6,1,Vexing
2821,17,1-Back,F,181.0,3.0,3.0,Subject6,1,Vexing
2822,17,1-Back,E,79.0,3.0,3.0,Subject6,1,Vexing
2823,17,1-Back,Y,257.0,3.0,3.0,Subject6,1,Vexing
2824,1,1-Back,L,0.0,3.0,,Subject8,0,Calming
2825,1,1-Back,A,0.0,3.0,,Subject8,0,Calming
2826,1,1-Back,E,1143.0,3.0,4.0,Subject8,0,Calming
2827,1,1-Back,E,143.0,4.0,3.0,Subject8,0,Calming
2828,1,1-Back,E,110.0,4.0,4.0,Subject8,1,Calming
2829,1,1-Back,O,1464.0,3.0,3.0,Subject8,1,Calming
2830,1,1-Back,A,1133.0,4.0,3.0,Subject8,0,Calming
2831,1,1-Back,A,897.0,4.0,3.0,Subject8,0,Calming
2832,1,1-Back,H,456.0,3.0,3.0,Subject8,1,Calming
2833,1,1-Back,J,97.0,3.0,3.0,Subject8,1,Calming
2834,1,1-Back,D,82.0,3.0,3.0,Subject8,1,Calming
2835,1,1-Back,B,415.0,3.0,3.0,Subject8,1,Calming
2836,1,1-Back,L,383.0,3.0,3.0,Subject8,1,Calming
2837,1,1-Back,V,415.0,3.0,3.0,Subject8,1,Calming
2838,1,1-Back,V,69.0,4.0,4.0,Subject8,1,Calming
2839,1,1-Back,N,166.0,3.0,3.0,Subject8,1,Calming
2840,1,1-Back,V,589.0,3.0,4.0,Subject8,0,Calming
2841,1,1-Back,L,812.0,3.0,3.0,Subject8,1,Calming
2842,1,1-Back,A,1013.0,3.0,3.0,Subject8,1,Calming
2843,1,1-Back,E,780.0,3.0,3.0,Subject8,1,Calming
2844,1,1-Back,J,569.0,3.0,3.0,Subject8,1,Calming
2845,1,1-Back,S,399.0,3.0,3.0,Subject8,1,Calming
2846,2,3-Back,P,0.0,3.0,,Subject8,0,Calming
2847,2,3-Back,F,0.0,3.0,,Subject8,0,Calming
2848,2,3-Back,Q,0.0,3.0,,Subject8,0,Calming
2849,2,3-Back,C,109.0,3.0,4.0,Subject8,0,Calming
2850,2,3-Back,N,0.0,3.0,,Subject8,0,Calming
2851,2,3-Back,P,524.0,3.0,3.0,Subject8,1,Calming
2852,2,3-Back,C,1264.0,4.0,3.0,Subject8,0,Calming
2853,2,3-Back,N,1165.0,3.0,4.0,Subject8,0,Calming
2854,2,3-Back,P,558.0,4.0,3.0,Subject8,0,Calming
2855,2,3-Back,C,866.0,4.0,3.0,Subject8,0,Calming
2856,2,3-Back,N,453.0,4.0,4.0,Subject8,1,Calming
2857,2,3-Back,V,942.0,3.0,3.0,Subject8,1,Calming
2858,2,3-Back,Q,1287.0,3.0,4.0,Subject8,0,Calming
2859,2,3-Back,M,890.0,3.0,3.0,Subject8,1,Calming
2860,2,3-Back,H,0.0,3.0,,Subject8,0,Calming
2861,2,3-Back,Q,56.0,4.0,4.0,Subject8,1,Calming
2862,2,3-Back,X,672.0,3.0,3.0,Subject8,1,Calming
2863,2,3-Back,N,484.0,3.0,3.0,Subject8,1,Calming
2864,2,3-Back,Z,0.0,3.0,,Subject8,0,Calming
2865,2,3-Back,F,130.0,3.0,4.0,Subject8,0,Calming
2866,2,3-Back,C,329.0,3.0,3.0,Subject8,1,Calming
2867,2,3-Back,H,0.0,3.0,,Subject8,0,Calming
2868,3,3-Back,D,0.0,3.0,,Subject8,0,Calming
2869,3,3-Back,X,0.0,3.0,,Subject8,0,Calming
2870,3,3-Back,M,0.0,3.0,,Subject8,0,Calming
2871,3,3-Back,I,522.0,3.0,3.0,Subject8,1,Calming
2872,3,3-Back,X,825.0,3.0,4.0,Subject8,0,Calming
2873,3,3-Back,M,1047.0,4.0,4.0,Subject8,1,Calming
2874,3,3-Back,P,1297.0,3.0,3.0,Subject8,1,Calming
2875,3,3-Back,S,777.0,3.0,3.0,Subject8,1,Calming
2876,3,3-Back,A,1218.0,3.0,3.0,Subject8,1,Calming
2877,3,3-Back,N,1362.0,3.0,4.0,Subject8,0,Calming
2878,3,3-Back,W,666.0,3.0,3.0,Subject8,1,Calming
2879,3,3-Back,V,483.0,3.0,3.0,Subject8,1,Calming
2880,3,3-Back,A,768.0,3.0,4.0,Subject8,0,Calming
2881,3,3-Back,W,488.0,4.0,3.0,Subject8,0,Calming
2882,3,3-Back,B,0.0,3.0,,Subject8,0,Calming
2883,3,3-Back,A,96.0,4.0,3.0,Subject8,0,Calming
