TrialNumber,Response_Time,participant_id,session_type
12,0.0,Subject11,Calming
12,645.0,Subject11,Calming
12,1457.0,Subject11,Calming
12,476.0,Subject11,Calming
12,564.0,Subject11,Calming
13,0.0,Subject11,Calming
13,0.0,Subject11,Calming
13,0.0,Subject11,Calming
13,800.0,Subject11,Calming
13,210.0,Subject11,Calming
13,488.0,Subject11,Calming
13,420.0,Subject11,Calming
13,1019.0,Subject11,Calming
13,284.0,Subject11,Calming
13,675.0,Subject11,Calming
13,1083.0,Subject11,Calming
13,895.0,Subject11,Calming
13,1149.0,Subject11,Calming
13,658.0,Subject11,Calming
13,470.0,Subject11,Calming
13,226.0,Subject11,Calming
13,538.0,Subject11,Calming
13,38.0,Subject11,Calming
13,475.0,Subject11,Calming
13,798.0,Subject11,Calming
13,377.0,Subject11,Calming
13,242.0,Subject11,Calming
14,0.0,Subject11,Calming
14,195.0,Subject11,Calming
14,167.0,Subject11,Calming
14,285.0,Subject11,Calming
14,876.0,Subject11,Calming
14,169.0,Subject11,Calming
14,208.0,Subject11,Calming
14,125.0,Subject11,Calming
14,67.0,Subject11,Calming
14,34.0,Subject11,Calming
14,273.0,Subject11,Calming
14,615.0,Subject11,Calming
14,71.0,Subject11,Calming
14,161.0,Subject11,Calming
14,295.0,Subject11,Calming
14,70.0,Subject11,Calming
14,364.0,Subject11,Calming
14,257.0,Subject11,Calming
14,175.0,Subject11,Calming
14,0.0,Subject11,Calming
14,5.0,Subject11,Calming
14,412.0,Subject11,Calming
15,0.0,Subject11,Calming
15,0.0,Subject11,Calming
15,0.0,Subject11,Calming
15,305.0,Subject11,Calming
15,0.0,Subject11,Calming
15,48.0,Subject11,Calming
15,0.0,Subject11,Calming
15,148.0,Subject11,Calming
15,911.0,Subject11,Calming
15,404.0,Subject11,Calming
15,816.0,Subject11,Calming
15,889.0,Subject11,Calming
15,718.0,Subject11,Calming
15,775.0,Subject11,Calming
15,1147.0,Subject11,Calming
15,365.0,Subject11,Calming
15,1476.0,Subject11,Calming
15,804.0,Subject11,Calming
15,1129.0,Subject11,Calming
15,542.0,Subject11,Calming
15,407.0,Subject11,Calming
15,548.0,Subject11,Calming
16,0.0,Subject11,Calming
16,1329.0,Subject11,Calming
16,387.0,Subject11,Calming
16,218.0,Subject11,Calming
16,56.0,Subject11,Calming
16,480.0,Subject11,Calming
16,385.0,Subject11,Calming
16,231.0,Subject11,Calming
16,151.0,Subject11,Calming
16,0.0,Subject11,Calming
16,270.0,Subject11,Calming
16,161.0,Subject11,Calming
16,377.0,Subject11,Calming
16,286.0,Subject11,Calming
16,613.0,Subject11,Calming
16,282.0,Subject11,Calming
16,444.0,Subject11,Calming
16,224.0,Subject11,Calming
16,74.0,Subject11,Calming
16,219.0,Subject11,Calming
16,159.0,Subject11,Calming
16,135.0,Subject11,Calming
1,0.0,Subject11,Vexing
1,0.0,Subject11,Vexing
1,318.0,Subject11,Vexing
1,98.0,Subject11,Vexing
1,271.0,Subject11,Vexing
1,134.0,Subject11,Vexing
1,71.0,Subject11,Vexing
1,396.0,Subject11,Vexing
1,12.0,Subject11,Vexing
1,115.0,Subject11,Vexing
1,339.0,Subject11,Vexing
1,77.0,Subject11,Vexing
1,265.0,Subject11,Vexing
1,35.0,Subject11,Vexing
1,107.0,Subject11,Vexing
1,456.0,Subject11,Vexing
1,87.0,Subject11,Vexing
1,44.0,Subject11,Vexing
1,203.0,Subject11,Vexing
1,0.0,Subject11,Vexing
1,84.0,Subject11,Vexing
1,400.0,Subject11,Vexing
2,0.0,Subject11,Vexing
2,0.0,Subject11,Vexing
2,0.0,Subject11,Vexing
2,552.0,Subject11,Vexing
2,975.0,Subject11,Vexing
2,1173.0,Subject11,Vexing
2,784.0,Subject11,Vexing
2,762.0,Subject11,Vexing
2,83.0,Subject11,Vexing
2,66.0,Subject11,Vexing
2,109.0,Subject11,Vexing
2,399.0,Subject11,Vexing
2,429.0,Subject11,Vexing
2,109.0,Subject11,Vexing
2,0.0,Subject11,Vexing
2,472.0,Subject11,Vexing
2,555.0,Subject11,Vexing
2,526.0,Subject11,Vexing
2,45.0,Subject11,Vexing
2,448.0,Subject11,Vexing
2,102.0,Subject11,Vexing
2,445.0,Subject11,Vexing
3,0.0,Subject11,Vexing
3,799.0,Subject11,Vexing
3,498.0,Subject11,Vexing
3,84.0,Subject11,Vexing
3,0.0,Subject11,Vexing
3,71.0,Subject11,Vexing
3,76.0,Subject11,Vexing
3,90.0,Subject11,Vexing
3,0.0,Subject11,Vexing
3,466.0,Subject11,Vexing
3,401.0,Subject11,Vexing
3,385.0,Subject11,Vexing
3,34.0,Subject11,Vexing
3,421.0,Subject11,Vexing
3,475.0,Subject11,Vexing
3,372.0,Subject11,Vexing
3,286.0,Subject11,Vexing
3,0.0,Subject11,Vexing
3,119.0,Subject11,Vexing
3,0.0,Subject11,Vexing
3,386.0,Subject11,Vexing
3,438.0,Subject11,Vexing
4,0.0,Subject11,Vexing
4,0.0,Subject11,Vexing
4,0.0,Subject11,Vexing
4,95.0,Subject11,Vexing
4,270.0,Subject11,Vexing
4,304.0,Subject11,Vexing
4,285.0,Subject11,Vexing
4,371.0,Subject11,Vexing
4,142.0,Subject11,Vexing
4,54.0,Subject11,Vexing
4,217.0,Subject11,Vexing
4,0.0,Subject11,Vexing
4,53.0,Subject11,Vexing
4,1169.0,Subject11,Vexing
4,198.0,Subject11,Vexing
4,97.0,Subject11,Vexing
4,476.0,Subject11,Vexing
4,0.0,Subject11,Vexing
4,255.0,Subject11,Vexing
4,200.0,Subject11,Vexing
4,166.0,Subject11,Vexing
4,483.0,Subject11,Vexing
5,0.0,Subject11,Vexing
5,719.0,Subject11,Vexing
5,568.0,Subject11,Vexing
5,444.0,Subject11,Vexing
5,375.0,Subject11,Vexing
5,446.0,Subject11,Vexing
5,82.0,Subject11,Vexing
5,405.0,Subject11,Vexing
5,83.0,Subject11,Vexing
5,104.0,Subject11,Vexing
5,462.0,Subject11,Vexing
5,87.0,Subject11,Vexing
5,426.0,Subject11,Vexing
5,103.0,Subject11,Vexing
5,436.0,Subject11,Vexing
5,349.0,Subject11,Vexing
5,161.0,Subject11,Vexing
5,202.0,Subject11,Vexing
5,265.0,Subject11,Vexing
5,114.0,Subject11,Vexing
5,496.0,Subject11,Vexing
5,82.0,Subject11,Vexing
6,0.0,Subject11,Vexing
6,0.0,Subject11,Vexing
6,0.0,Subject11,Vexing
6,482.0,Subject11,Vexing
6,227.0,Subject11,Vexing
6,133.0,Subject11,Vexing
6,192.0,Subject11,Vexing
6,107.0,Subject11,Vexing
6,1054.0,Subject11,Vexing
6,739.0,Subject11,Vexing
6,917.0,Subject11,Vexing
6,299.0,Subject11,Vexing
6,0.0,Subject11,Vexing
6,0.0,Subject11,Vexing
6,112.0,Subject11,Vexing
6,268.0,Subject11,Vexing
6,861.0,Subject11,Vexing
6,365.0,Subject11,Vexing
6,0.0,Subject11,Vexing
6,425.0,Subject11,Vexing
6,22.0,Subject11,Vexing
6,339.0,Subject11,Vexing
7,0.0,Subject11,Vexing
7,583.0,Subject11,Vexing
7,69.0,Subject11,Vexing
7,113.0,Subject11,Vexing
7,410.0,Subject11,Vexing
7,455.0,Subject11,Vexing
7,119.0,Subject11,Vexing
7,175.0,Subject11,Vexing
7,215.0,Subject11,Vexing
7,487.0,Subject11,Vexing
7,158.0,Subject11,Vexing
7,473.0,Subject11,Vexing
7,0.0,Subject11,Vexing
7,446.0,Subject11,Vexing
7,491.0,Subject11,Vexing
7,489.0,Subject11,Vexing
7,80.0,Subject11,Vexing
7,5.0,Subject11,Vexing
7,22.0,Subject11,Vexing
7,466.0,Subject11,Vexing
7,36.0,Subject11,Vexing
7,278.0,Subject11,Vexing
8,0.0,Subject11,Vexing
8,0.0,Subject11,Vexing
8,0.0,Subject11,Vexing
8,486.0,Subject11,Vexing
8,157.0,Subject11,Vexing
8,425.0,Subject11,Vexing
8,81.0,Subject11,Vexing
8,0.0,Subject11,Vexing
8,0.0,Subject11,Vexing
8,305.0,Subject11,Vexing
8,402.0,Subject11,Vexing
8,477.0,Subject11,Vexing
8,285.0,Subject11,Vexing
8,540.0,Subject11,Vexing
8,278.0,Subject11,Vexing
8,310.0,Subject11,Vexing
8,12.0,Subject11,Vexing
8,389.0,Subject11,Vexing
8,761.0,Subject11,Vexing
8,639.0,Subject11,Vexing
8,605.0,Subject11,Vexing
8,600.0,Subject11,Vexing
9,0.0,Subject11,Vexing
9,278.0,Subject11,Vexing
9,147.0,Subject11,Vexing
9,0.0,Subject11,Vexing
9,0.0,Subject11,Vexing
9,20.0,Subject11,Vexing
9,429.0,Subject11,Vexing
9,149.0,Subject11,Vexing
9,82.0,Subject11,Vexing
9,379.0,Subject11,Vexing
9,382.0,Subject11,Vexing
9,0.0,Subject11,Vexing
9,36.0,Subject11,Vexing
9,484.0,Subject11,Vexing
9,54.0,Subject11,Vexing
9,413.0,Subject11,Vexing
9,455.0,Subject11,Vexing
9,0.0,Subject11,Vexing
9,348.0,Subject11,Vexing
9,439.0,Subject11,Vexing
9,27.0,Subject11,Vexing
9,0.0,Subject11,Vexing
10,0.0,Subject11,Vexing
10,0.0,Subject11,Vexing
10,0.0,Subject11,Vexing
10,247.0,Subject11,Vexing
10,117.0,Subject11,Vexing
10,452.0,Subject11,Vexing
10,729.0,Subject11,Vexing
10,278.0,Subject11,Vexing
10,723.0,Subject11,Vexing
10,260.0,Subject11,Vexing
10,498.0,Subject11,Vexing
10,451.0,Subject11,Vexing
10,172.0,Subject11,Vexing
10,450.0,Subject11,Vexing
10,114.0,Subject11,Vexing
10,84.0,Subject11,Vexing
10,319.0,Subject11,Vexing
10,964.0,Subject11,Vexing
10,781.0,Subject11,Vexing
10,643.0,Subject11,Vexing
10,112.0,Subject11,Vexing
10,456.0,Subject11,Vexing
11,0.0,Subject11,Vexing
11,0.0,Subject11,Vexing
11,0.0,Subject11,Vexing
11,557.0,Subject11,Vexing
11,1416.0,Subject11,Vexing
11,238.0,Subject11,Vexing
11,684.0,Subject11,Vexing
11,0.0,Subject11,Vexing
11,0.0,Subject11,Vexing
11,411.0,Subject11,Vexing
11,160.0,Subject11,Vexing
11,385.0,Subject11,Vexing
11,284.0,Subject11,Vexing
11,19.0,Subject11,Vexing
11,513.0,Subject11,Vexing
11,580.0,Subject11,Vexing
11,372.0,Subject11,Vexing
11,438.0,Subject11,Vexing
11,116.0,Subject11,Vexing
11,408.0,Subject11,Vexing
11,374.0,Subject11,Vexing
11,0.0,Subject11,Vexing
12,0.0,Subject11,Vexing
12,160.0,Subject11,Vexing
12,449.0,Subject11,Vexing
12,497.0,Subject11,Vexing
12,366.0,Subject11,Vexing
12,372.0,Subject11,Vexing
12,46.0,Subject11,Vexing
12,0.0,Subject11,Vexing
12,425.0,Subject11,Vexing
12,452.0,Subject11,Vexing
12,94.0,Subject11,Vexing
12,58.0,Subject11,Vexing
12,428.0,Subject11,Vexing
12,288.0,Subject11,Vexing
12,907.0,Subject11,Vexing
12,408.0,Subject11,Vexing
12,403.0,Subject11,Vexing
12,494.0,Subject11,Vexing
12,33.0,Subject11,Vexing
12,313.0,Subject11,Vexing
12,437.0,Subject11,Vexing
12,0.0,Subject11,Vexing
13,0.0,Subject11,Vexing
13,0.0,Subject11,Vexing
13,0.0,Subject11,Vexing
13,205.0,Subject11,Vexing
13,172.0,Subject11,Vexing
13,70.0,Subject11,Vexing
13,49.0,Subject11,Vexing
13,90.0,Subject11,Vexing
13,245.0,Subject11,Vexing
13,232.0,Subject11,Vexing
13,0.0,Subject11,Vexing
13,0.0,Subject11,Vexing
13,162.0,Subject11,Vexing
13,357.0,Subject11,Vexing
13,325.0,Subject11,Vexing
13,996.0,Subject11,Vexing
13,324.0,Subject11,Vexing
13,339.0,Subject11,Vexing
13,319.0,Subject11,Vexing
13,386.0,Subject11,Vexing
13,245.0,Subject11,Vexing
13,218.0,Subject11,Vexing
14,0.0,Subject11,Vexing
14,214.0,Subject11,Vexing
14,235.0,Subject11,Vexing
14,37.0,Subject11,Vexing
14,0.0,Subject11,Vexing
14,232.0,Subject11,Vexing
14,466.0,Subject11,Vexing
14,0.0,Subject11,Vexing
14,364.0,Subject11,Vexing
14,434.0,Subject11,Vexing
14,259.0,Subject11,Vexing
14,397.0,Subject11,Vexing
14,788.0,Subject11,Vexing
14,363.0,Subject11,Vexing
14,268.0,Subject11,Vexing
14,489.0,Subject11,Vexing
14,294.0,Subject11,Vexing
14,131.0,Subject11,Vexing
14,1.0,Subject11,Vexing
14,36.0,Subject11,Vexing
14,42.0,Subject11,Vexing
14,89.0,Subject11,Vexing
15,0.0,Subject11,Vexing
15,0.0,Subject11,Vexing
15,0.0,Subject11,Vexing
15,440.0,Subject11,Vexing
15,676.0,Subject11,Vexing
15,290.0,Subject11,Vexing
15,244.0,Subject11,Vexing
15,34.0,Subject11,Vexing
15,463.0,Subject11,Vexing
15,227.0,Subject11,Vexing
15,228.0,Subject11,Vexing
15,239.0,Subject11,Vexing
15,940.0,Subject11,Vexing
15,101.0,Subject11,Vexing
15,10.0,Subject11,Vexing
15,56.0,Subject11,Vexing
15,168.0,Subject11,Vexing
15,219.0,Subject11,Vexing
15,1318.0,Subject11,Vexing
15,364.0,Subject11,Vexing
15,592.0,Subject11,Vexing
15,463.0,Subject11,Vexing
16,0.0,Subject11,Vexing
16,774.0,Subject11,Vexing
16,1188.0,Subject11,Vexing
16,93.0,Subject11,Vexing
16,30.0,Subject11,Vexing
16,135.0,Subject11,Vexing
16,205.0,Subject11,Vexing
16,407.0,Subject11,Vexing
16,354.0,Subject11,Vexing
16,88.0,Subject11,Vexing
16,462.0,Subject11,Vexing
16,66.0,Subject11,Vexing
16,0.0,Subject11,Vexing
16,425.0,Subject11,Vexing
16,133.0,Subject11,Vexing
16,243.0,Subject11,Vexing
16,0.0,Subject11,Vexing
16,905.0,Subject11,Vexing
16,157.0,Subject11,Vexing
16,97.0,Subject11,Vexing
16,0.0,Subject11,Vexing
16,124.0,Subject11,Vexing
