calming_1_back_start,calming_3_back_start,calming_1_back_end,calming_3_back_end,vexing_1_back_start,vexing_3_back_start,vexing_1_back_end,vexing_3_back_end,vexing_3_back_start_1,vexing_1_back_end_1,vexing_3_back_end_1
346.161152006839,406.323200008027,389.283840007691,450.101248008892,1456.73420802878,1517.42054402998,1500.38118402964,1560.80537603084,1517.42054402998,1500.38118402964,1560.80537603084
527.95801601043,467.140608009229,571.211776011285,510.787584010091,1577.97580803117,1638.40000003237,1621.36064003203,1681.52268803322,1638.40000003237,1621.36064003203,1681.52268803322
648.41318401281,588.251136011621,691.404800013659,631.373824012473,1698.56204803356,1758.85516803475,1741.68473603441,1802.50214403561,1758.85516803475,1741.68473603441,1802.50214403561
708.575232013999,769.3926400152,752.353280014863,813.170688016065,1819.67257603595,1880.48998403715,1863.31955203681,1923.74374403801,1880.48998403715,1863.31955203681,1923.74374403801
905.707520017893,845.283328016699,948.699136018742,888.537088017554,1955.85638403864,2015.36307203982,1998.32371203948,2058.48576004067,2015.36307203982,1998.32371203948,2058.48576004067
965.869568019082,1026.68697602028,1009.51654401994,1070.20288002114,2136.34252804221,2075.65619204101,2179.59628804306,2119.30316804187,2075.65619204101,2179.59628804306,2119.30316804187
1147.79750402268,1087.24224002148,1190.78912002353,1130.75814402234,2257.05984004459,2196.7667200434,2300.83788804546,2240.02048004425,2196.7667200434,2300.83788804546,2240.02048004425
1269.03910402507,1207.82848002386,1312.42393602593,1251.86867202473,2378.69465604699,2318.00832004579,2421.94841604785,2361.52422404665,2318.00832004579,2421.94841604785,2361.52422404665
