Video analysis detailed log

Face Model:	General
Frame rate:	23.98

Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Valence	Arousal
00:00:00.000	0.801632500	0.008099417	0.249598200	0.012687280	0.007997284	0.004444302	0.005684802	-0.241498800	0.513760600
00:00:00.041	0.784770500	0.007159933	0.273521100	0.043133690	0.007087517	0.003924126	0.005023191	-0.266361200	0.515483600
00:00:00.083	0.771032400	0.006331063	0.292464900	0.069878350	0.006282730	0.003465336	0.004438668	-0.286133900	0.519615700
00:00:00.125	0.759856900	0.005599144	0.306670600	0.090836140	0.005797389	0.003060335	0.003922079	-0.301071400	0.525405000
00:00:00.166	0.749001700	0.004954184	0.321474700	0.108699900	0.005619154	0.002703230	0.003465758	-0.316520500	0.531074900
00:00:00.208	0.739183000	0.004385752	0.335037500	0.123922900	0.005389138	0.002388102	0.003062842	-0.330651800	0.532476500
00:00:00.250	0.729905200	0.003884571	0.348124300	0.136876000	0.005370913	0.002109795	0.002707068	-0.344239700	0.532476500
00:00:00.291	0.721475700	0.003442321	0.359482000	0.147136000	0.005263611	0.001864091	0.002392765	-0.356039700	0.532018800
00:00:00.333	0.713898200	0.003052318	0.370060700	0.155031400	0.005521084	0.001647512	0.002115148	-0.367008400	0.531501400
00:00:00.375	0.707117700	0.002708684	0.379487500	0.161293300	0.005887999	0.001456284	0.001870003	-0.376778800	0.531073000
00:00:00.417	0.700529000	0.002402689	0.388006700	0.166239200	0.006324561	0.001288059	0.001653265	-0.385604000	0.530726700
00:00:00.458	0.694381400	0.002131160	0.395624000	0.170190100	0.006662569	0.001139864	0.001461808	-0.393492800	0.530456700
00:00:00.500	0.689629000	0.001891666	0.401768500	0.173258800	0.007005643	0.001009075	0.001292638	-0.399876900	0.530113300
00:00:00.542	0.685749500	0.001681156	0.407311100	0.175181300	0.007368881	0.000893508	0.001143137	-0.405629900	0.529845700
00:00:00.583	0.682829000	0.001495937	0.411550600	0.176902500	0.007767994	0.000791385	0.001011005	-0.410054700	0.529504400
00:00:00.625	0.679713100	0.001330468	0.415876700	0.177871300	0.008116464	0.000701732	0.000894294	-0.414546300	0.529094400
00:00:00.667	0.677536400	0.001184401	0.419189500	0.177793700	0.008419111	0.000622258	0.000791187	-0.418005100	0.528620100
