2583340808, IBI
1435.393829,0.375017
1435.878226,0.484397
1436.393875,0.515649
1436.909523,0.515649
1442.675412,0.640654
1476.05194,0.343766
1522.03842,0.671906
1556.993145,0.421894
1562.102754,0.390643
1663.232383,0.87504
1664.201178,0.968794
1665.169972,0.968794
1666.185643,1.015671
1667.076309,0.890666
1667.998226,0.921917
1668.935769,0.937543
1669.998318,1.062549
1670.935861,0.937543
1676.529867,1.046923
1677.404907,0.87504
1678.404953,1.000046
1679.389373,0.98442
1680.248787,0.859414
1681.092576,0.843789
1682.17075,1.078174
1683.077042,0.906291
1683.952082,0.87504
1684.873999,0.921917
1685.639659,0.76566
1686.608453,0.968794
1687.592873,0.98442
1688.546042,0.953169
1689.452333,0.906291
1690.514882,1.062549
1691.389922,0.87504
1692.374342,0.98442
1697.530828,0.781286
1698.374617,0.843789
1699.359037,0.98442
1700.124697,0.76566
1700.905983,0.781286
1701.593514,0.687531
1702.359174,0.76566
1703.109209,0.750034
1703.874869,0.76566
1704.624903,0.750034
1708.359449,0.921917
1709.312618,0.953169
1710.172032,0.859414
1711.078323,0.906291
1712.125246,1.046923
1713.015912,0.890666
1713.984706,0.968794
1714.906624,0.921917
1715.750412,0.843789
1716.562949,0.812537
1717.359861,0.796911
1718.266152,0.906291
1719.156818,0.890666
1719.984981,0.828163
1720.985027,1.000046
1721.969447,0.98442
1722.813236,0.843789
1723.813281,1.000046
1724.782076,0.968794
1725.610239,0.828163
1726.344647,0.734409
1727.188436,0.843789
1728.172856,0.98442
1728.891639,0.718783
1729.657299,0.76566
1730.469836,0.812537
1734.938791,0.98442
1735.985713,1.046923
1736.892005,0.906291
1737.720168,0.828163
1738.595208,0.87504
1739.376494,0.781286
1740.095277,0.718783
1740.939065,0.843789
1741.939111,1.000046
1743.00166,1.062549
1744.064208,1.062549
1744.892371,0.828163
1745.642406,0.750034
1746.517446,0.87504
1747.314357,0.796911
1748.220649,0.906291
1749.048811,0.828163
1749.970729,0.921917
1751.033277,1.062549
1752.095826,1.062549
1753.174,1.078174
1754.080292,0.906291
1754.955332,0.87504
1755.924126,0.968794
1757.033552,1.109426
1758.017972,0.98442
1758.908638,0.890666
1759.924309,1.015671
1760.971232,1.046923
1761.783769,0.812537
1762.643184,0.859414
1763.408844,0.76566
1764.362012,0.953169
1765.299555,0.937543
1766.143344,0.843789
1767.065261,0.921917
1768.12781,1.062549
1769.080978,0.953169
1769.956018,0.87504
1770.909187,0.953169
1771.831104,0.921917
1772.61239,0.781286
1773.48743,0.87504
1774.47185,0.98442
1775.331264,0.859414
1776.315685,0.98442
1777.346982,1.031297
1778.222022,0.87504
1779.112688,0.890666
