calming_1_back_start,calming_3_back_start,calming_1_back_end,calming_3_back_end,vexing_1_back_start,vexing_3_back_start,vexing_1_back_end,vexing_3_back_end
1369.4445,1309.5695,1369.961,1310.086,2408.959,2468.618,2409.4755,2469.118
1371.478,1311.619,1371.878,1312.152,2410.9925,2470.6345,2411.4585,2471.1515
1373.461,1313.6685,1373.978,1314.186,2413.0085,2472.6675,2413.425,2473.1845
1375.494,1315.7185,1376.011,1316.2355,2414.975,2474.7005,2415.458,2475.2175
1377.527,1317.7515,1378.0265,1318.2685,2417.008,2476.734,2417.4245,2477.2505
1379.594,1319.801,1380.11,1320.3175,2418.9745,2478.767,2419.491,2479.2835
1381.627,1321.8345,1382.1435,1322.3505,2421.041,2480.8,2421.4575,2481.3
1383.6595,1323.8675,1384.1765,1324.384,2423.0075,2482.8165,2423.524,2483.316
1385.693,1325.9505,1386.209,1326.2335,2425.0405,2484.8325,2425.557,2485.3495
1387.726,1327.7675,1388.2425,1328.284,2427.0735,2486.866,2427.59,2487.3655
1389.7765,1329.802,1390.26,1330.3165,2429.1065,2488.8655,2429.623,2489.3655
1466.5655,1406.7895,1467.082,1407.2895,2505.8635,2564.8905,2506.3635,2565.4405
1468.649,1408.8565,1469.1655,1409.373,2507.8965,2567.0895,2508.363,2567.64
1470.6815,1410.9395,1471.1985,1411.473,2509.913,2569.305,2510.346,2569.8385
1472.731,1413.0395,1472.815,1413.5555,2511.9125,2571.4385,2512.2455,2571.99
1474.4145,1415.072,1474.9475,1415.5895,2513.8125,2573.539,2514.2955,2574.088
1476.4815,1417.122,1477.014,1417.6385,2515.8455,2575.6375,2516.2455,2576.1875
1478.547,1419.1545,1479.0805,1419.6715,2517.795,2577.7375,2518.3285,2578.2705
1480.6135,1421.188,1481.1475,1421.7045,2519.895,2579.8045,2520.278,2580.3385
1482.747,1423.271,1483.2795,1423.488,2521.828,2581.8705,2522.311,2582.4045
1484.8125,1425.0545,1485.346,1425.5715,2523.878,2583.9535,2524.3445,2584.5035
1486.863,1427.105,1487.3795,1427.6385,2525.894,2586.0365,2526.4105,2586.5695
1488.9795,1429.154,1489.5135,1429.6705,2527.927,2588.1195,2528.2605,2588.653
1491.0465,1431.187,1491.596,1431.7035,2529.8105,2590.186,2530.1935,2590.7225
1493.1295,1433.22,1493.6795,1433.7365,2531.7435,2592.27,2532.26,2592.82
1495.3295,1435.2525,1495.879,1435.7695,2533.81,2594.3695,2534.3265,2594.9025
1497.5295,1437.2865,1498.079,1437.803,2535.843,2596.435,2536.2925,2596.97
1499.7285,1439.3195,1500.2455,1439.8355,2537.809,2598.502,2538.326,2599.0365
1501.8785,1441.352,1502.428,1441.8685,2539.842,2600.6345,2540.259,2601.1845
1503.978,1443.386,1504.528,1443.9025,2541.809,2602.7185,2542.3085,2603.251
1506.0775,1445.4185,1506.628,1445.935,2543.8585,2604.802,2544.2585,2605.3505
1508.161,1447.4685,1508.694,1447.9855,2545.808,2606.8835,2546.175,2607.418
1510.3435,1449.519,1510.8775,1450.035,2547.7915,2608.95,2548.308,2609.468
1527.491,1587.8165,1528.0075,1588.333,2626.0315,2687.325,2626.5475,2687.8405
1529.5735,1589.916,1530.107,1590.4335,2628.132,2689.4405,2628.664,2689.956
1531.6405,1591.999,1532.174,1592.516,2630.1985,2691.557,2630.6645,2692.0905
1533.7065,1594.082,1534.2065,1594.599,2632.3135,2693.6895,2632.848,2694.239
1535.7905,1596.1155,1536.3065,1596.632,2634.5475,2695.7735,2635.0985,2696.3055
1537.823,1598.165,1538.339,1598.682,2636.7145,2697.8405,2637.1305,2698.357
1539.8725,1600.198,1540.289,1600.715,2638.763,2699.8885,2639.2795,2700.4215
1541.8725,1602.231,1542.3885,1602.748,2640.8795,2701.9395,2641.298,2702.4725
1544.023,1604.2645,1544.5225,1604.7805,2642.9135,2704.005,2643.4465,2704.5375
1546.105,1606.3315,1546.5385,1606.865,2644.9785,2706.0545,2645.4965,2706.571
1548.1045,1608.3965,1548.6215,1608.93,2647.113,2708.0875,2647.6465,2708.6215
1550.1385,1610.4645,1550.655,1610.9975,2649.296,2710.137,2649.83,2710.67
1552.1875,1612.5135,1552.704,1613.0295,2651.363,2712.188,2651.8955,2712.7035
1554.221,1614.547,1554.7545,1615.063,2653.4285,2714.2375,2653.9285,2714.7695
1556.2705,1616.579,1556.8035,1617.096,2655.5285,2716.287,2656.0615,2716.8025
1558.3375,1618.613,1558.8535,1619.146,2657.677,2718.336,2658.1945,2718.87
1560.4195,1620.6625,1560.92,1621.196,2659.727,2720.3865,2660.2765,2720.9205
1562.5195,1622.712,1563.0535,1623.228,2661.81,2722.453,2662.243,2722.9865
1564.587,1624.7455,1565.1365,1625.2615,2663.8595,2724.52,2664.3945,2725.0355
1566.687,1626.778,1567.2195,1627.295,2666.0105,2726.6525,2666.5425,2727.1195
1568.736,1628.811,1569.219,1629.3275,2668.159,2728.7345,2668.6255,2729.251
1570.7855,1630.8625,1571.2685,1631.395,2670.2455,2730.868,2670.7595,2731.3865
1723.1825,1662.9735,1723.699,1663.49,2763.0145,2824.2905,2763.532,2824.823
1725.3655,1665.056,1725.899,1665.573,2765.147,2826.4385,2765.6465,2826.9725
1727.415,1667.1225,1727.9325,1667.6395,2767.281,2828.605,2767.814,2829.1395
1729.4475,1669.206,1729.914,1669.7225,2769.346,2830.7715,2769.813,2831.2715
1731.5145,1671.2385,1732.0305,1671.756,2771.4305,2832.905,2771.9305,2833.4545
1733.614,1673.272,1734.0305,1673.7885,2773.613,2835.0875,2774.0965,2835.622
1735.614,1675.305,1736.147,1675.8215,2775.7135,2837.1715,2776.179,2837.7215
1737.68,1677.338,1738.1305,1677.855,2777.814,2839.255,2778.3625,2839.788
1739.7135,1679.371,1740.1795,1679.888,2779.9785,2841.32,2780.428,2841.87
1741.763,1681.404,1742.246,1681.9375,2782.062,2843.42,2782.4615,2843.953
1743.829,1683.454,1744.3635,1683.9705,2784.094,2845.4875,2784.6285,2846.0205
1745.8965,1685.4865,1746.4295,1686.004,2786.178,2847.554,2786.7115,2848.0875
1747.962,1687.5195,1748.479,1688.036,2788.311,2849.6355,2788.7615,2850.17
1750.062,1689.553,1750.5625,1690.07,2790.3615,2851.719,2790.828,2852.2525
1752.145,1691.6035,1752.6785,1692.137,2792.494,2853.787,2792.911,2854.3185
1754.2115,1693.67,1754.745,1694.2035,2794.577,2855.852,2795.1105,2856.3855
1756.2775,1695.737,1756.8115,1696.2695,2796.759,2857.9195,2797.2935,2858.4685
1758.3275,1697.8035,1758.861,1698.3355,2798.9435,2860.001,2799.492,2860.534
1760.3935,1699.9525,1760.927,1700.4865,2801.11,2862.168,2801.6595,2862.7185
1762.4605,1702.019,1762.944,1702.552,2803.208,2864.251,2803.725,2864.8015
1764.5435,1704.0855,1764.9595,1704.618,2805.2415,2866.334,2805.658,2866.884
1766.5435,1706.135,1767.0765,1706.651,2807.2075,2868.4165,2807.692,2868.9505
1783.6415,1844.1995,1784.1915,1844.7325,2946.491,2885.548,2947.0235,2886.081
1785.808,1846.3155,1786.341,1846.8495,2948.6565,2887.7155,2949.173,2888.2475
1787.923,1848.449,1788.4405,1848.9825,2950.7075,2889.865,2951.2405,2890.414
1789.973,1850.5655,1790.473,1851.099,2952.8895,2892.0305,2953.24,2892.565
1792.0725,1852.615,1792.6065,1853.1315,2954.8565,2894.1135,2955.2065,2894.6465
1794.1395,1854.6645,1794.639,1855.1975,2956.8235,2896.1815,2957.3555,2896.6985
1796.223,1856.732,1796.755,1857.2645,2958.8895,2898.2295,2959.288,2898.7635
1798.2885,1858.7985,1798.8225,1859.3155,2960.9045,2900.297,2961.3215,2900.8295
1800.356,1860.8475,1800.8885,1861.3815,2962.9225,2902.3625,2963.3045,2902.8975
1802.4055,1862.915,1802.956,1863.447,2964.9725,2904.446,2965.2885,2904.9805
1804.489,1864.981,1805.005,1865.514,2966.904,2906.496,2967.4205,2907.03
1806.5375,1867.048,1807.071,1867.5805,2968.9535,2908.5615,2969.4535,2909.0945
1808.588,1869.1305,1809.071,1869.6805,2971.088,2910.6285,2971.521,2911.1615
1810.654,1871.2135,1811.1035,1871.5965,2973.153,2912.695,2973.603,2913.2115
1812.6875,1873.23,1813.22,1873.763,2975.2365,2914.744,2975.753,2915.2605
1814.8035,1875.296,1815.2205,1875.8295,2977.269,2916.8115,2977.6355,2917.345
1816.7865,1877.364,1817.32,1877.896,2979.2705,2918.8945,2979.753,2919.4445
1818.853,1879.429,1819.2695,1879.9625,2981.2865,2920.9775,2981.8195,2921.5105
1820.8865,1881.495,1821.403,1882.046,2983.3515,2923.0605,2983.8685,2923.594
1823.003,1883.5785,1823.536,1884.112,2985.385,2925.2605,2985.9015,2925.7935
1825.0685,1885.6455,1825.552,1886.177,2987.419,2927.3265,2987.951,2927.86
1827.135,1887.711,1827.652,1888.2445,2989.485,2929.376,2990.001,2929.9085
1964.8845,1904.775,1965.4,1905.2915,3067.7425,3006.533,3068.292,3007.066
1966.9835,1906.908,1967.5005,1907.4245,3069.975,3008.6825,3070.5085,3009.215
1969.0845,1908.991,1969.533,1909.508,3072.158,3010.8325,3072.7085,3011.348
1971.0495,1911.0745,1971.566,1911.5575,3074.2585,3012.982,3074.808,3013.4985
1973.0825,1913.1075,1973.5995,1913.624,3076.359,3015.0995,3076.791,3015.631
1975.116,1915.157,1975.6325,1915.673,3078.441,3017.1315,3078.924,3017.665
1977.1485,1917.19,1977.666,1917.7065,3080.574,3019.182,3080.9905,3019.714
1979.249,1919.223,1979.765,1919.7395,3082.557,3021.231,3083.0565,3021.747
1981.282,1921.256,1981.7825,1921.7725,3084.706,3023.2805,3085.04,3023.797
1983.365,1923.3065,1983.781,1923.84,3086.6895,3025.313,3087.1065,3025.8295
1985.365,1925.3735,1985.8475,1925.889,3088.756,3027.3795,3089.256,3027.914
1987.4145,1927.406,1987.9315,1927.922,3090.889,3029.5975,3091.439,3030.147
1989.5145,1929.439,1989.981,1929.955,3092.989,3031.6965,3093.5385,3032.262
1991.5465,1931.4715,1992.0805,1931.988,3095.188,3033.8135,3095.738,3034.363
1993.614,1933.5045,1994.1465,1934.0215,3097.2705,3035.913,3097.738,3036.4795
1995.7125,1935.587,1996.0625,1936.1045,3099.3555,3038.029,3099.771,3038.579
1997.6125,1937.6205,1997.846,1938.137,3101.405,3040.129,3101.9375,3040.6805
1999.362,1939.6535,1999.879,1940.17,3103.4875,3042.229,3103.886,3042.7955
2001.3955,1941.7035,2001.912,1942.221,3105.504,3044.345,3106.0205,3044.895
2003.4285,1943.7365,2003.928,1944.2535,3107.569,3046.428,3108.1195,3046.9785
2005.4615,1945.7695,2005.8615,1946.286,3109.669,3048.528,3110.2035,3049.078
2007.411,1947.8025,2007.9275,1948.3195,3111.735,3050.6275,3112.2685,3051.1775
2083.768,2024.459,2084.2845,2024.9755,3189.2585,3128.866,3189.7925,3129.4015
2085.8345,2026.5255,2086.351,2027.042,3191.426,3131.0325,3191.96,3131.5675
2087.8675,2028.592,2088.384,2029.1085,3193.4925,3133.1825,3194.027,3133.7165
2089.9335,2030.658,2090.4505,2031.1745,3195.5575,3135.3335,3195.891,3135.8655
2091.967,2032.691,2092.4835,2033.2075,3197.4755,3137.483,3197.9085,3138.0165
2094,2034.724,2094.5165,2035.241,3199.5075,3139.5325,3199.8915,3140.0665
2096.033,2036.757,2096.466,2037.1575,3201.5245,3141.582,3202.024,3142.1145
2097.9995,2038.707,2098.516,2039.0235,3203.6575,3143.7145,3204.108,3143.9325
2100.0655,2040.5735,2100.549,2041.09,3205.7235,3145.482,3206.091,3146.014
2102.099,2042.6065,2102.5655,2043.123,3207.7405,3147.548,3208.2575,3148.098
2104.0985,2044.6395,2104.615,2045.1565,3209.89,3149.6475,3210.256,3150.198
2106.1315,2046.6725,2106.6485,2047.1895,3211.9065,3151.73,3212.323,3152.2815
2108.1645,2048.7055,2108.681,2049.2225,3213.939,3153.815,3214.473,3154.348
2110.198,2050.739,2110.7145,2051.222,3216.005,3155.88,3216.4895,3156.414
2112.231,2052.755,2112.714,2053.2715,3218.105,3157.9625,3218.638,3158.497
2114.264,2054.7885,2114.764,2055.305,3220.2725,3160.03,3220.8055,3160.5635
2116.297,2056.8215,2116.697,2057.338,3222.3545,3162.1135,3222.888,3162.6465
2118.23,2058.8545,2118.6965,2059.371,3224.404,3164.179,3224.937,3164.7115
2120.2465,2060.8875,2120.6965,2061.404,3226.4535,3166.245,3226.937,3166.528
2122.246,2062.9205,2122.663,2063.437,3228.5545,3168.1445,3229.088,3168.5445
2124.2125,2064.9535,2124.6125,2065.187,3230.6365,3170.145,3231.1545,3170.513
2126.1455,2066.72,2126.629,2067.2365,3232.686,3172.129,3233.221,3172.6775
