calming_1_back_start,calming_3_back_start,calming_1_back_end,calming_3_back_end,vexing_1_back_start,vexing_3_back_start,vexing_1_back_end,vexing_3_back_end
806.654,746.5455,807.188,747.079,1856.918,1917.1265,1857.45,1917.6585
808.7045,748.679,809.2195,749.2115,1858.9675,1919.259,1859.5005,1919.7915
810.7525,750.7945,811.269,751.327,1860.999,1921.3925,1861.499,1921.9245
812.8025,752.8445,813.319,753.3765,1862.999,1923.459,1863.4985,1923.991
814.8355,754.9105,815.3555,755.4435,1864.9985,1925.5255,1865.4985,1926.075
816.886,756.978,817.402,757.4935,1866.9985,1927.6245,1867.498,1928.157
818.9185,759.0275,819.4515,759.559,1868.998,1929.6915,1869.498,1930.224
820.9685,761.0925,821.501,761.6255,1871.032,1931.7575,1871.548,1932.3065
823.0185,763.1425,823.536,763.6595,1873.081,1933.8405,1873.598,1934.374
825.0505,765.1765,825.568,765.7095,1875.114,1935.907,1875.6475,1936.44
827.085,767.243,827.6015,767.776,1877.1815,1937.956,1877.698,1938.489
829.1345,769.3085,829.651,769.842,1879.2315,1940.023,1879.7635,1940.5555
831.184,771.3585,831.701,771.875,1881.298,1942.0885,1881.831,1942.6225
833.234,773.374,833.7495,773.874,1883.381,1944.1565,1883.9145,1944.706
835.283,775.3735,835.817,775.8735,1885.4625,1946.2395,1886.0135,1946.7725
837.35,777.3735,837.8665,777.8735,1887.548,1948.306,1888.0805,1948.8545
839.383,779.373,839.9,779.873,1889.613,1950.388,1890.1455,1950.9205
841.416,781.373,841.933,781.873,1891.6965,1952.455,1892.2295,1953.005
843.465,783.391,843.9985,783.907,1893.779,1954.5545,1894.312,1955.0875
845.532,785.423,846.0485,785.94,1895.828,1956.6375,1896.345,1957.17
847.5645,787.4725,848.1155,788.006,1897.878,1958.7045,1898.394,1959.237
864.6955,925.571,865.2295,926.106,1975.8025,2036.6275,1976.3355,2037.161
866.8295,927.7375,867.3625,928.271,1977.985,2038.744,1978.535,2039.2765
868.8785,929.955,869.3945,930.488,1980.085,2040.876,1980.6185,2041.41
870.911,932.0875,871.428,932.62,1982.1515,2043.01,1982.701,2043.5435
872.9445,934.2385,873.461,934.7705,1984.251,2045.0755,1984.7845,2045.592
874.9955,936.3035,875.545,936.8365,1986.3175,2047.125,1986.867,2047.658
877.0955,938.3705,877.628,938.904,1988.4175,2049.193,1988.9505,2049.726
879.1605,940.4355,879.7115,940.9525,1990.4665,2051.241,1990.9835,2051.759
881.261,942.4855,881.811,943.019,1992.5165,2053.274,1993.05,2053.7925
883.3785,944.5535,883.9275,945.086,1994.5995,2055.308,1995.1495,2055.8415
885.4775,946.6025,886.0275,947.1185,1996.6985,2057.374,1997.2325,2057.9075
887.56,948.651,888.0935,949.185,1998.766,2059.4405,1999.281,2059.958
889.6435,950.7175,890.1755,951.251,2000.831,2061.4905,2001.349,2062.024
891.7095,952.784,892.2595,953.3015,2002.8815,2063.5405,2003.4315,2064.0725
893.811,954.835,894.343,955.384,2004.981,2065.606,2005.532,2066.1225
895.976,956.918,896.509,957.4515,2007.0645,2067.6565,2007.5975,2068.173
898.042,959.001,898.5765,959.5175,2009.131,2069.707,2009.68,2070.2225
900.125,961.0495,900.6755,961.584,2011.2135,2071.756,2011.7475,2072.289
902.224,963.117,902.7745,963.6505,2013.297,2073.8215,2013.846,2074.3405
904.308,965.183,904.8575,965.7175,2015.3965,2075.871,2015.946,2076.388
906.391,967.233,906.941,967.7675,2017.463,2077.906,2017.9965,2078.422
908.473,969.2985,909.0065,969.8165,2019.529,2079.938,2020.063,2080.454
1061.821,1001.461,1062.356,1001.9945,2111.983,2171.544,2112.483,2172.0585
1063.953,1003.596,1064.4865,1004.1285,2113.9995,2173.5915,2114.4995,2174.1085
1065.986,1005.7285,1066.4855,1006.262,2115.999,2175.6415,2116.499,2176.158
1067.9855,1007.844,1068.4855,1008.3785,2117.999,2177.691,2118.499,2178.2075
1069.9855,1009.91,1070.485,1010.443,2119.9985,2179.724,2120.4985,2180.241
1071.985,1011.9775,1072.485,1012.5095,2121.9985,2181.7575,2122.4985,2182.274
1073.9845,1014.026,1074.4845,1014.5605,2123.998,2183.7905,2124.498,2184.307
1076.019,1016.0935,1076.551,1016.6435,2125.998,2185.8235,2126.498,2186.34
1078.0685,1018.1765,1078.5845,1018.7105,2127.9975,2187.8565,2128.4975,2188.373
1080.1015,1020.243,1080.6175,1020.776,2129.9975,2189.8895,2130.4975,2190.406
1082.152,1022.3245,1082.667,1022.86,2131.997,2191.923,2132.497,2192.457
1084.201,1024.3915,1084.7345,1024.9245,2133.997,2193.989,2134.4965,2194.54
1086.2515,1026.441,1086.7835,1026.9575,2135.9965,2196.0735,2136.4965,2196.606
1088.317,1028.4575,1088.8495,1028.9575,2137.9965,2198.1385,2138.496,2198.673
1090.366,1030.457,1090.8995,1030.957,2139.996,2200.207,2140.496,2200.7395
1092.434,1032.457,1092.9495,1032.957,2142.047,2202.2555,2142.58,2202.788
1094.4665,1034.4565,1094.9835,1034.9905,2144.1125,2204.323,2144.6475,2204.856
1096.516,1036.5245,1097.0495,1037.0575,2146.1955,2206.3885,2146.7455,2206.9225
1098.599,1038.575,1099.133,1039.106,2148.28,2208.472,2148.795,2209.0215
1100.6655,1040.6395,1101.199,1041.1725,2150.3485,2210.5715,2150.896,2211.0875
1102.748,1042.7055,1103.2985,1043.222,2152.428,2212.638,2152.9445,2213.1875
1104.8475,1044.7395,1105.382,1045.272,2154.461,2214.704,2154.9775,2215.254
1121.98,1182.7705,1122.5285,1183.287,2292.511,2231.8175,2293.0445,2232.3545
1124.146,1184.8205,1124.68,1185.337,2294.6445,2233.985,2295.178,2234.5355
1126.2125,1186.971,1126.746,1187.5045,2296.6935,2236.167,2297.227,2236.7015
1128.2785,1189.072,1128.813,1189.6035,2298.743,2238.3185,2299.2595,2238.851
1130.345,1191.1375,1130.879,1191.6705,2300.7755,2240.4015,2301.293,2240.9345
1132.4275,1193.2035,1132.9785,1193.7365,2302.825,2242.484,2303.3595,2243.0175
1134.528,1195.287,1135.0435,1195.819,2304.8925,2244.5495,2305.4255,2245.084
1136.5785,1197.355,1137.1265,1197.8855,2306.9425,2246.6175,2307.4745,2247.149
1138.6595,1199.4365,1139.193,1199.952,2309.0085,2248.682,2309.5435,2249.2155
1140.744,1201.4865,1141.2775,1202.0195,2311.0585,2250.7485,2311.591,2251.2825
1142.8095,1203.5525,1143.344,1204.0845,2313.125,2252.816,2313.658,2253.3495
1144.8925,1205.6185,1145.4265,1206.151,2315.192,2254.8815,2315.7245,2255.4145
1146.96,1207.6685,1147.492,1208.202,2317.258,2256.9485,2317.7735,2257.4985
1149.0425,1209.734,1149.577,1210.2675,2319.2895,2259.0155,2319.808,2259.5485
1151.1085,1211.818,1151.6415,1212.3685,2321.3225,2261.0805,2321.839,2261.614
1153.176,1213.9015,1153.709,1214.4335,2323.374,2263.147,2323.906,2263.6645
1155.241,1215.9665,1155.792,1216.4995,2325.4225,2265.198,2325.9555,2265.731
1157.3255,1218.0335,1157.8755,1218.566,2327.4895,2267.264,2328.039,2267.7975
1159.4245,1220.099,1159.9745,1220.635,2329.5725,2269.314,2330.1225,2269.8465
1161.525,1222.166,1162.0745,1222.7025,2331.656,2271.38,2332.1895,2271.897
1163.6075,1224.232,1164.1575,1224.7655,2333.722,2273.412,2334.255,2273.9285
1165.691,1226.3,1166.2395,1226.8325,2335.7885,2275.445,2336.3215,2275.9615
1303.905,1243.396,1304.4045,1243.93,2413.261,2352.9025,2413.796,2353.435
1305.9215,1245.5625,1306.421,1246.096,2415.3955,2355.036,2415.928,2355.568
1307.94,1247.6805,1308.456,1248.212,2417.478,2357.185,2418.0115,2357.7015
1309.9885,1249.8465,1310.521,1250.3785,2419.6435,2359.3015,2420.177,2359.8345
1312.0375,1251.912,1312.554,1252.4295,2421.7115,2361.351,2422.2435,2361.884
1314.071,1253.9615,1314.605,1254.4945,2423.777,2363.4185,2424.3095,2363.9345
1316.1215,1256.012,1316.655,1256.5455,2425.843,2365.45,2426.3255,2365.9835
1318.1865,1258.0775,1318.72,1258.5945,2427.977,2367.518,2428.5265,2368.0335
1320.2365,1260.1285,1320.753,1260.662,2430.075,2369.57,2430.6095,2370.1005
1322.271,1262.195,1322.803,1262.7115,2432.1435,2371.616,2432.675,2372.1505
1324.3355,1264.245,1324.8695,1264.761,2434.21,2373.6825,2434.7415,2374.199
1326.403,1266.293,1326.9185,1266.828,2436.2745,2375.7345,2436.8085,2376.249
1328.453,1268.3435,1328.986,1268.876,2438.342,2377.7655,2438.8905,2378.3
1330.519,1270.4095,1331.0365,1270.9265,2440.408,2379.815,2440.958,2380.3485
1332.5515,1272.443,1333.068,1272.9765,2442.49,2381.8825,2443.0405,2382.4145
1334.6025,1274.492,1335.1175,1275.0255,2444.5755,2383.9485,2445.1245,2384.465
1336.634,1276.5585,1337.151,1277.092,2446.657,2385.9825,2447.1895,2386.4985
1338.684,1278.626,1339.2005,1279.1595,2448.7235,2388.015,2449.256,2388.5315
1340.735,1280.692,1341.267,1281.2245,2450.79,2390.064,2451.339,2390.582
1342.7845,1282.743,1343.3175,1283.2755,2452.8895,2392.097,2453.44,2392.6145
1344.8495,1284.809,1345.384,1285.342,2454.99,2394.1465,2455.523,2394.665
1346.8995,1286.875,1347.434,1287.408,2457.0555,2396.181,2457.6055,2396.6975
1425.1405,1363.981,1425.674,1364.5155,2534.7955,2474.17,2535.33,2474.6865
1427.307,1366.1485,1427.8565,1366.6805,2536.929,2476.237,2537.462,2476.77
1429.389,1368.3135,1429.9235,1368.8465,2538.9945,2478.387,2539.5285,2478.9365
1431.473,1370.463,1432.0225,1371.013,2541.062,2480.553,2541.595,2481.0855
1433.5725,1372.5625,1434.106,1373.1125,2543.112,2482.619,2543.645,2483.1535
1435.655,1374.6625,1436.2055,1375.1975,2545.1605,2484.6695,2545.677,2485.202
1437.7385,1376.73,1438.272,1377.2635,2547.21,2486.719,2547.743,2487.253
1439.8055,1378.813,1440.3375,1379.362,2549.2605,2488.7855,2549.793,2489.3345
1441.8715,1380.896,1442.4035,1381.43,2551.326,2490.8685,2551.8435,2491.402
1443.92,1382.9625,1444.4365,1383.4955,2553.376,2492.9335,2553.8925,2493.467
1445.953,1385.028,1446.4695,1385.562,2555.4255,2495.0005,2555.959,2495.517
1447.986,1387.095,1448.5025,1387.629,2557.477,2497.0505,2558.0095,2497.583
1450.019,1389.178,1450.5355,1389.7105,2559.527,2499.1335,2560.0425,2499.6675
1452.052,1391.2605,1452.569,1391.8125,2561.558,2501.201,2562.0915,2501.7325
1454.0855,1393.3605,1454.602,1393.91,2563.625,2503.266,2564.16,2503.783
1456.1185,1395.4595,1456.635,1396.01,2565.7085,2505.317,2566.26,2505.8485
1458.1695,1397.5595,1458.719,1398.1105,2567.793,2507.382,2568.3255,2507.8985
1460.2685,1399.6445,1460.803,1400.1925,2569.8585,2509.4155,2570.3915,2509.9485
1462.352,1401.7255,1462.885,1402.2765,2571.941,2511.482,2572.4905,2512.0325
1464.4355,1403.8265,1464.9685,1404.3765,2574.025,2513.5655,2574.5575,2514.099
1466.518,1405.9435,1467.068,1406.4925,2576.0905,2515.632,2576.624,2516.166
1468.5835,1408.0255,1469.1,1408.559,2578.156,2517.7145,2578.6725,2518.2475
