Subject,Trial,Condition,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal
subject_4F,27,vexing_3_back,0.041129422589958164,0.14331261629707112,0.07852542115794979,0.01765895357845188,0.03136889448953975,0.029078156632845187,-0.108221854541841,0.5708543116108786
subject_4F,28,vexing_1_back,0.024066137854085602,0.15925040775291827,0.05282515032101167,0.019049790797665368,0.05146578198832685,0.0350557688540856,-0.1380057459348249,0.4782389686770428
subject_4F,29,vexing_3_back,0.021218920034134007,0.16228704489254106,0.05196765774968395,0.01796312862579014,0.050810425343868516,0.04161539051706701,-0.14482675380151705,0.3590825941845765
subject_4F,30,vexing_1_back,0.018958223416943525,0.16293531596345515,0.0768307648538206,0.017481652277408638,0.05670157909136214,0.0403673452923588,-0.15241872956810631,0.4306032435215948
subject_4F,31,vexing_3_back,0.018207309726487524,0.1843102655278311,0.058060002389635317,0.015559905723608445,0.04329529771305182,0.04167280038099808,-0.16638100630230326,0.4411996499040307
subject_4F,32,vexing_1_back,0.016935628431391906,0.18136066811451138,0.07205035418558736,0.015021187860809474,0.046405564311944716,0.03597037662388944,-0.1662237810562685,0.41186444580454096
subject_8M,1,calming_1_back,0.008739489108490567,0.7654795887735849,0.04564773798113207,0.018602956470754717,0.04206886980188679,0.011343928041509434,-0.7567400996226415,0.4135728747169812
subject_8M,2,calming_3_back,0.007852637764649376,0.7114141704130643,0.08389146357348702,0.01748582611431316,0.021416294604226706,0.018939540902977905,-0.7035615319884726,0.3963239288184438
subject_8M,3,calming_3_back,0.0076030613531746045,0.7335556104166666,0.07126560551587302,0.029341372232142858,0.019603498561507934,0.01711622795634921,-0.7259525468253969,0.3942729313492064
subject_8M,4,calming_1_back,0.016586040299776283,0.6593729735682327,0.05874351466442953,0.04197252422259508,0.02048173094519016,0.02469749561521253,-0.6428122109697987,0.39455800100671135
subject_8M,5,calming_3_back,0.004989248512771996,0.7787156927152318,0.1112446585998108,0.02946654216650899,0.012183581739829707,0.02136858564806055,-0.773726444181646,0.4148658889309366
subject_8M,6,calming_1_back,0.00397477322525919,0.7660918603204524,0.12001163852968898,0.02861327251083883,0.011404762003770027,0.03156782197926484,-0.7621170870876532,0.3510708400565505
subject_8M,7,calming_1_back,0.005044096384297521,0.7846585868801653,0.09547778131095042,0.02210456213946281,0.012880372300619834,0.02236140983264463,-0.7796144915289256,0.5511433737603305
subject_8M,8,calming_3_back,0.012882273590338163,0.7930779985507247,0.0386646001352657,0.027375054185507248,0.013787270911111111,0.021170036171980676,-0.7801957256038649,0.43053021352657006
subject_8M,9,calming_3_back,0.007052574928155341,0.7804341354368932,0.08888060277669903,0.02442268746601942,0.00922448990485437,0.03467110662135923,-0.7733815598058252,0.33634507300970873
subject_8M,10,calming_1_back,0.0076279392270531396,0.8064115833816424,0.08419432776811595,0.012419806161352657,0.01803707112077295,0.01457537927342995,-0.7987836431884057,0.34687935033816425
subject_8M,11,calming_1_back,0.009557835692156862,0.7944099665686274,0.10224192791176472,0.00928282192254902,0.015861594243137253,0.009463327787254902,-0.7848521298039215,0.33418759088235295
subject_8M,12,calming_3_back,0.007477120584428715,0.8331769113245702,0.10557312250758341,0.012274406514661272,0.01351420642568251,0.012452401174924167,-0.8256997913043479,0.41166695267947423
subject_8M,13,calming_3_back,0.009138868984375,0.7841350832031251,0.12031567097656251,0.015288750619140626,0.010976473540039063,0.010057386060546875,-0.7749962143554687,0.33103657451171875
subject_8M,14,calming_1_back,0.009301941109932496,0.8125623536162006,0.09911348048216008,0.012340620211186114,0.014505810964320154,0.00903455018997107,-0.8032604109932497,0.365505487656702
subject_8M,15,calming_3_back,0.009166325786016949,0.8199381152542373,0.09503011933262713,0.012718966423728812,0.015316195102754237,0.008978691580508475,-0.8107717896186442,0.309372725
subject_8M,16,calming_1_back,0.014619748795454546,0.4027827702272727,0.012788374303030302,0.01961015638636364,0.0035849794924242423,0.011172763522727273,-0.38816302128787883,0.4558880219696969
subject_8M,17,vexing_1_back,0.02496473349440716,0.5945858527964205,0.03748658966442953,0.015880540702460852,0.041780449044742735,0.016786303129753915,-0.5700106178970917,0.49114750850111855
subject_8M,18,vexing_3_back,0.020516827462061155,0.6418733018120045,0.05074415927519818,0.018778318389580974,0.0280412046409966,0.01119601489241223,-0.6213564764439411,0.44856597904869766
subject_8M,19,vexing_1_back,0.02610017970294118,0.5454549461764705,0.0318194305,0.021054686335294115,0.02345916055,0.007025101100000001,-0.5193547679411765,0.4307403782352941
subject_8M,20,vexing_3_back,0.021360443768018017,0.629977697072072,0.04829935550225225,0.016914348574324327,0.029394845720720722,0.009317395036036036,-0.6086172576576576,0.44567603648648646
subject_8M,21,vexing_1_back,0.019280975585959887,0.6858711904011462,0.05773155189111748,0.02308746506590258,0.02616882736389685,0.008977407800859599,-0.6665902101719199,0.604968379512894
subject_8M,22,vexing_3_back,0.012924237983372921,0.7270583138954869,0.08349841675771971,0.02415067483135392,0.021883016874109262,0.01162109613182898,-0.7141340763657957,0.4566092187648456
subject_8M,23,vexing_1_back,0.009034433642156862,0.7975200834313725,0.10683970626470587,0.023542999021568624,0.01575376474607843,0.009337743599019609,-0.788485650882353,0.3809188740196079
subject_8M,24,vexing_3_back,0.013931691121833534,0.7201817676718939,0.07299523334499396,0.01765465002291918,0.02739222499034982,0.010102949745476476,-0.7062500750301569,0.40033915042219537
subject_8M,25,vexing_1_back,0.01541464128165939,0.761194734606987,0.05903923225982533,0.012873416173580787,0.021429027794759824,0.008929582472707424,-0.7457800926855895,0.4067535977074236
subject_8M,26,vexing_3_back,0.012291633282773565,0.7282282296099675,0.08812638236186349,0.010703489593716142,0.022428694983748648,0.011961042248104008,-0.7164629377464788,0.36913203358613217
subject_8M,27,vexing_3_back,0.009890028870748298,0.6789652051020408,0.08055656012471656,0.017591708628117913,0.02362803333786848,0.016495046520408164,-0.669075174829932,0.37580318140589564
subject_8M,28,vexing_1_back,0.009012104992383025,0.780163447007617,0.05904411411316649,0.013513686573449403,0.017239679551686617,0.011121518315560392,-0.7711513421109902,0.38930071294885743
subject_8M,29,vexing_3_back,0.013107558409142859,0.7198093716571429,0.05726565123428571,0.014946168569142855,0.018561209192,0.01283436860457143,-0.7067018137142856,0.32578065771428577
subject_8M,30,vexing_1_back,0.009864435812865497,0.6670005065789474,0.08329095717836259,0.016607723777777778,0.021969503029239768,0.016169099337719296,-0.657136068128655,0.34664078450292396
subject_8M,31,vexing_3_back,0.01129625329153605,0.699154431661442,0.05400973615047022,0.027947654275862075,0.027334912354231973,0.013763561871473352,-0.6878581764890281,0.4023475661442006
subject_8M,32,vexing_1_back,0.028835032017035776,0.4762147023850085,0.05516959689778534,0.02053022003407155,0.030283520967632035,0.01251327961669506,-0.44737967103918225,0.38938600051107325
subject_11F,1,calming_1_back,,,,,,,,
subject_11F,2,calming_3_back,0.07411330451612902,0.28466639677419353,0.08085444616129031,0.00729435335483871,0.017178122322580647,0.010424956032258065,-0.2114391716129032,0.2792622129032258
subject_11F,3,calming_3_back,0.1272981772857143,0.48949269523809524,0.05716134554761906,0.007583695619047618,0.02702154561904762,0.009634035023809525,-0.3621945252380952,0.5596499142857143
subject_11F,4,calming_1_back,0.062203135555555546,0.46523606296296294,0.11357637177777777,0.015621355037037037,0.027426749888888886,0.012378731481481482,-0.40303291851851847,0.3575563185185185
subject_11F,5,calming_3_back,0.03801407570472441,0.41806908267716536,0.16001222983858265,0.011346242106299214,0.03074965279527559,0.016199401086614173,-0.38074895118110236,0.35865469409448825
subject_11F,6,calming_1_back,0.031685850362980765,0.40588694519230767,0.17834199742307694,0.010879247814903846,0.028674627420673077,0.021326202334134618,-0.37747430120192305,0.5258876918269231
subject_11F,7,calming_1_back,0.035045095897637796,0.39208120656167983,0.15183054742782154,0.008497896921259842,0.023056724225721786,0.023585439186351705,-0.3602142790551181,0.4050946083989502
subject_11F,8,calming_3_back,0.047701943201793724,0.44129453004484304,0.15273968230044843,0.011897365780269058,0.014310601623318387,0.015046677421524664,-0.3935925919282511,0.4400430793721973
subject_11F,9,calming_3_back,0.03517500044632769,0.5600220966101696,0.09164003019209042,0.015088331881355934,0.0179279185480226,0.019521979412429377,-0.5250969853107345,0.42884857627118644
subject_11F,10,calming_1_back,0.04945153735950414,0.5401823467768595,0.11557230024793388,0.011028802780991737,0.01899838319008264,0.01619596008264463,-0.4907308036033058,0.48921468595041323
subject_11F,11,calming_1_back,0.02377984295986622,0.5855499675585284,0.16921888620401337,0.018938916448160537,0.00889202779264214,0.016139082889632107,-0.5677794591973244,0.4514389210702342
subject_11F,12,calming_3_back,0.03514781061458333,0.5299631995572917,0.072867691625,0.0221286133203125,0.0031450340729166667,0.029715251348958333,-0.4948153874479167,0.6125804447916666
subject_11F,13,calming_3_back,0.033131955945175436,0.6098005050438596,0.12000519616885964,0.045621902484649125,0.017731319480263158,0.03399181289473684,-0.5766685480263157,0.5399515335526316
subject_11F,14,calming_1_back,0.02649893815850144,0.6238463106051874,0.14553952246397694,0.05455580559942363,0.01734398318443804,0.020500869158501443,-0.5989968579250721,0.5889249870317003
subject_11F,15,calming_3_back,0.025269658335616434,0.5163982061643835,0.17752970498630136,0.014354770952054795,0.015388993547945203,0.01061603855479452,-0.49952623493150683,0.47080207739726027
subject_11F,16,calming_1_back,0.03991190061007462,0.6420027682835822,0.1487194091902985,0.03537153725559702,0.024321923335820894,0.015501954582089554,-0.602090865391791,0.5910566457089552
subject_11F,17,vexing_1_back,0.2997680534901961,0.23308108019607843,0.050288590529411765,0.044904695254901955,0.014864387078431372,0.025321639549019614,0.04607330588235296,0.4184213568627452
subject_11F,18,vexing_3_back,0.4307013217488789,0.2325612622421525,0.024420768843049327,0.09031997103139013,0.09500724701793724,0.014547946995515693,0.19420333539910317,0.6273166771300449
subject_11F,19,vexing_1_back,0.302445446950431,0.20225660905172416,0.029680096745689655,0.12049634945043106,0.09616332323275864,0.004841444332974138,0.09937059964439653,0.5886313287715518
subject_11F,20,vexing_3_back,0.10488237207039337,0.33966690517598347,0.06121696947308489,0.0370916251863354,0.0610822469047619,0.006471469260869565,-0.2347845317080745,0.4111420599378882
subject_11F,21,vexing_1_back,0.11575517473180076,0.39390816467432954,0.03767298948275862,0.09351253928544061,0.0913659163256705,0.006957184394636016,-0.27872111333908045,0.49118674904214565
subject_11F,22,vexing_3_back,0.06479945555472637,0.35878754601990054,0.0270480315920398,0.03872979737064677,0.10606361379850748,0.003083123987562189,-0.29398809323383085,0.46351496019900496
subject_11F,23,vexing_1_back,0.06312298318451749,0.3863922065747614,0.024178240431601272,0.020523581446447507,0.0888180046659597,0.004356759747613998,-0.32393224493319195,0.3659808289501591
subject_11F,24,vexing_3_back,0.08856390513114755,0.38103644606557374,0.026519978455737704,0.05529894383934426,0.12069593729508196,0.006001138288524591,-0.29338458673278683,0.4024935219672131
subject_11F,25,vexing_1_back,0.11584204841004185,0.3886016887029289,0.11379374841213388,0.11804155631799164,0.09560726194560669,0.022490760556485356,-0.2734949223849372,0.3760333048117155
subject_11F,26,vexing_3_back,0.11771282291217065,0.5555542987452948,0.05906575330363865,0.06863045968506902,0.07158954469134253,0.01030216665621079,-0.4378414755332497,0.3745305005018821
subject_11F,27,vexing_3_back,0.07870387656765677,0.6169635522552255,0.031870182492849286,0.03664188771837184,0.058396330935093506,0.00932035599889989,-0.5382596749174918,0.3502032394939494
subject_11F,28,vexing_1_back,0.1005805941847826,0.6255733189130435,0.033101759264130434,0.08362139214130435,0.05499158910869566,0.005984030105434784,-0.5249927255097826,0.3342118626086957
subject_11F,29,vexing_3_back,0.12292346652542373,0.19328543158192088,0.03151551184745763,0.04034708128531073,0.08770712913841806,0.008656479327683616,-0.08191771348022599,0.4963132471751413
subject_11F,30,vexing_1_back,0.07379427950403877,0.43450454830371565,0.060905255326332806,0.04420942590145396,0.05456154576575121,0.01257960784168013,-0.3607102695153473,0.4030508597738288
subject_11F,31,vexing_3_back,0.0801458427923387,0.3854236528225806,0.04498186341733871,0.04550181760080645,0.0478281634576613,0.006657391459677419,-0.3052778092439516,0.48001849526209683
subject_11F,32,vexing_1_back,0.14195117647665847,0.5367593764127764,0.0338674385,0.029747304948402952,0.03719064676658476,0.006757011762899263,-0.39480820049140053,0.344259957985258
