Subject,Trial,Condition,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal
subject_3F,1,calming_1_back,0.0055172381989247316,0.22119753064516132,0.07437181583333334,0.017823109876344088,0.01760929651075269,0.06929843817204301,-0.2157315849462366,0.5109951637096775
subject_3F,2,calming_3_back,0.018490821607779574,0.1563743221523501,0.12028330940032414,0.035226871601296596,0.0057634409076175045,0.016483960299837924,-0.14106211022690437,0.3732506750405186
subject_3F,3,calming_3_back,0.044288825368620034,0.3667773017013232,0.08647493108695652,0.028047231852551986,0.025236946294896027,0.029951281521739127,-0.3224884756143667,0.5123282982986768
subject_3F,4,calming_1_back,0.014667665920574164,0.15198830475598085,0.08339551281339713,0.023065699550239235,0.011156736748325359,0.02974928441148325,-0.13733669866028708,0.4510960339712919
subject_3F,5,calming_3_back,0.018100286563041388,0.16439921534167468,0.07782285978825794,0.024018688329162662,0.009999467033686236,0.03262652478344562,-0.1463269215688162,0.3507758948026949
subject_3F,6,calming_1_back,0.021735350191754554,0.19660073921380633,0.08321793581975072,0.027069950316395013,0.01282526134228188,0.030467316251198466,-0.1748653876797699,0.2765976101629914
subject_3F,7,calming_1_back,0.01697872593873704,0.22420714297832234,0.09041207871819039,0.02885494850141376,0.016983391149858626,0.030881055560791702,-0.2072284193213949,0.3019334902921772
subject_3F,8,calming_3_back,0.01520583127950897,0.18707762795089708,0.08205723800755428,0.028074639728989614,0.008310772565627952,0.024054533506137867,-0.17187312635505195,0.3783262060434372
subject_3F,9,calming_3_back,0.006490186181644359,0.14230926738049712,0.07599354115678776,0.03515910722753346,0.008164170018164435,0.03968573831739962,-0.13704645254302106,0.39581890172084133
subject_3F,10,calming_1_back,0.020659244971264368,0.2597656341954023,0.08419114013409963,0.034028140258620686,0.01591336590613027,0.020202088055555557,-0.23910638917624522,0.33162143285440615
subject_3F,11,calming_1_back,0.035512954533459005,0.30992704316682373,0.07797141394910462,0.02796664276154571,0.020618369414703106,0.021675680716305372,-0.2744140875777568,0.35863164307257306
subject_3F,12,calming_3_back,0.03923436188636364,0.3987951521780303,0.08678425294507576,0.026685787982954547,0.028350634770833334,0.022778991486742423,-0.359560790530303,0.34828769100378787
subject_3F,13,calming_3_back,0.028991750682464453,0.38282797194312795,0.09393832233175356,0.03519058374407583,0.022363357608530806,0.023542041279620854,-0.35383622094786726,0.39217450729857817
subject_3F,14,calming_1_back,0.026004113165708814,0.41752854597701144,0.09312147916666666,0.03911729929118774,0.020137124424329498,0.028452138802681992,-0.39152443314176244,0.3348603545977012
subject_3F,15,calming_3_back,0.03280368090739009,0.4335481146866231,0.08440830533208606,0.035855912993451824,0.02044369337698784,0.024539544349859683,-0.40074443339569693,0.3532278305893359
subject_3F,16,calming_1_back,0.028901179411764708,0.39986164629981025,0.07207944333965843,0.026098227428842505,0.025555552666034157,0.030443488092979126,-0.37096046650853887,0.4138268423149905
subject_3F,17,vexing_1_back,0.017140199774193548,0.2785067768500948,0.07507509772865276,0.06886891933586338,0.018521184155597722,0.0226564120113852,-0.2613665806641366,0.3398500967741936
subject_3F,18,vexing_3_back,0.013648049971896956,0.23112651238875878,0.06844896524590163,0.046174212763466047,0.013509957362997657,0.027571091264637,-0.2180776686885246,0.446918724590164
subject_3F,19,vexing_1_back,0.004257266538461538,0.39507557426400763,0.1205558826305793,0.053084070959164294,0.0171300328300095,0.034317913399810066,-0.39081830759734093,0.5049713096866096
subject_3F,20,vexing_3_back,0.0025645633718929255,0.15435057767686425,0.1000813075334608,0.06685126190248565,0.009496979538240918,0.02635319242734226,-0.15315798286806884,0.3827358736137667
subject_3F,21,vexing_1_back,0.004969333718929254,0.2659261136042065,0.11270597429254302,0.05626392254302103,0.01812315606787763,0.032884951448374763,-0.26254918499043983,0.34625291692160615
subject_3F,22,vexing_3_back,0.00036286480113100844,0.1729536611875589,0.08927260249764374,0.05177407783600377,0.017711862555136664,0.029141815821866167,-0.1725907964938737,0.5592741882186617
subject_3F,23,vexing_1_back,0.00016366799717514128,0.1805390776836158,0.10168353786252354,0.053859510800376646,0.022878791101694915,0.038275366177024484,-0.18078357514124294,0.34693308568738235
subject_3F,24,vexing_3_back,0.010437072428571429,0.32039989761904764,0.059039827880952384,0.02650278066666667,0.03243882442857143,0.0735711957142857,-0.3099628309523809,0.3756532142857143
subject_3F,25,vexing_1_back,0.001040987352631579,0.1837515223157895,0.06386776792982456,0.03546891686140351,0.013106623187719298,0.02208445171403509,-0.1839487020350877,0.3915228340350877
subject_3F,26,vexing_3_back,0.004625935843936382,0.31376499738568586,0.08981721577534792,0.048109010429423456,0.016330867953280318,0.04027860651093439,-0.30913906301192845,0.4091378873757455
subject_3F,27,vexing_3_back,0.0019619019425287355,0.13690537551724138,0.06379798793103449,0.033035236896551724,0.026753937712643682,0.026179630459770117,-0.13494347390804598,0.3729994287356322
subject_3F,28,vexing_1_back,,,,,,,,
subject_3F,29,vexing_3_back,0.02122288483199195,0.20896201887323945,0.0800833157142857,0.05702027985915493,0.0164808523943662,0.0312737546639839,-0.18864077157444667,0.5297752145875251
subject_3F,30,vexing_1_back,0.010894378316901408,0.1874205564084507,0.0774294275140845,0.05161016400000001,0.01870633367370892,0.021271725338028166,-0.17653526380281692,0.4191110845070422
subject_3F,31,vexing_3_back,0.021027021485074626,0.41397900074626864,0.07042878552238806,0.038381929253731344,0.02995856708955224,0.07604225828358209,-0.39295197910447766,0.5482434291044775
subject_3F,32,vexing_1_back,0.006758721304182509,0.1540426656907478,0.08645047562737643,0.05048700721166032,0.011952822479087454,0.05215393058808618,-0.14762463593155892,0.48800267008871995
subject_4F,1,calming_1_back,0.04927864090107737,0.27979424132223313,0.04434672233104799,0.014688541117531831,0.02295606910186092,0.024185257338883444,-0.23154293744564156,0.45438778765915766
subject_4F,2,calming_3_back,0.08463398600835945,0.1428172209090909,0.06598120462904912,0.018521890610240333,0.029097162456635316,0.040880741705329154,-0.0643263027429467,0.3449605800417973
subject_4F,3,calming_3_back,0.058131698278210124,0.09538295114785991,0.05640459636186771,0.029276296974708172,0.04226725611867704,0.04631362992801556,-0.04158437262645914,0.48103623346303503
subject_4F,4,calming_1_back,0.08591013661538462,0.04941380088461538,0.028591026490384613,0.015315843938461539,0.040911761835576925,0.022679895545192306,0.023326278857692315,0.4662878177884615
subject_4F,5,calming_3_back,0.03189454849662488,0.061330566981677916,0.028711187107039536,0.016580254792671167,0.04012283583413693,0.027239315178399226,-0.02962694802314369,0.3667562298939248
subject_4F,6,calming_1_back,0.02571816564258555,0.07683268060836501,0.022592855979087452,0.018052084543726234,0.054932107889733836,0.039356369106463875,-0.05438113379277567,0.31137609515209125
subject_4F,7,calming_1_back,0.049162728683206106,0.078278009990458,0.021249211841603055,0.020711623874045803,0.04922050125,0.03879945630725191,-0.030799303118320614,0.31219473711832063
subject_4F,8,calming_3_back,0.026770297441994245,0.08546414251198467,0.022377903595397892,0.01951316899328859,0.046899536845637586,0.03800092956855226,-0.058774290978907,0.3792488160115053
subject_4F,9,calming_3_back,0.03507011105177374,0.09286351521572386,0.023795139635666346,0.013749013012464046,0.0826047532885906,0.03444536084372004,-0.07512983955896453,0.3870202756471717
subject_4F,10,calming_1_back,0.02750231022470817,0.11870822922178988,0.021893498297665365,0.015901048395914396,0.0815741147373541,0.05129334370622569,-0.09295967350194553,0.3831523125486382
subject_4F,11,calming_1_back,0.02336629634069098,0.1127752511900192,0.022729932197696735,0.019254121102687143,0.047142662466410745,0.044447083474088295,-0.08940895587332055,0.4007832656429942
subject_4F,12,calming_3_back,0.02346888700502008,0.15468362022088353,0.026098513283132528,0.019793405414658634,0.051772555773092366,0.043626533092369475,-0.131214733313253,0.47481857279116463
subject_4F,13,calming_3_back,0.027141094377649326,0.1327077659441233,0.018081413207129093,0.02245295793834297,0.05193693298265896,0.05646460231406551,-0.10556667182080924,0.5551666911368015
subject_4F,14,calming_1_back,0.025423490670233462,0.12241850908560313,0.02400766810311284,0.02110344511673152,0.04583018009727627,0.05326859154669261,-0.09700802841536964,0.40860507071984437
subject_4F,15,calming_3_back,0.02397255316318408,0.14189141293532337,0.02023534120995025,0.02067567409950249,0.04292684233830846,0.06404946422885573,-0.11791886143283582,0.35032532447761194
subject_4F,16,calming_1_back,0.027513880075382798,0.1678914611071849,0.03809087995995289,0.017240714400471143,0.05009508131448763,0.037344357871613665,-0.15050403582096583,0.3785965791519435
subject_4F,17,vexing_1_back,0.024658967994208494,0.2020204990926641,0.04347721204633205,0.01761254603861004,0.05211289285521236,0.032721223341698844,-0.17739431651158297,0.4880520752895753
subject_4F,18,vexing_3_back,0.014486577333659491,0.16936805661448143,0.04719264802348337,0.012332134915851273,0.062111847925636,0.044454744941291584,-0.15493008491193738,0.5095474876712328
subject_4F,19,vexing_1_back,0.02791528394810811,0.14393141224864864,0.04129660597081081,0.020003061675675674,0.05476800374270271,0.0403543313427027,-0.1174908611135135,0.36019456681081086
subject_4F,20,vexing_3_back,0.053356817247715745,0.14831378130964468,0.0423378868964467,0.014591345597969544,0.03384195399187818,0.03139391608324873,-0.09562368866903553,0.4475849044670051
subject_4F,21,vexing_1_back,0.015242407763763764,0.14939809360360362,0.04381582622622623,0.014967155289289288,0.02777267474174174,0.03470503411411412,-0.13460826009009008,0.4914570500500501
subject_4F,22,vexing_3_back,0.01749909569072165,0.119109756316776,0.03193295404873477,0.016581428031865044,0.05653781449578257,0.035888963404873485,-0.10354792524273665,0.37940419625117155
subject_4F,23,vexing_1_back,0.024245490173220974,0.14548928846441947,0.043627112481273406,0.016429240072097378,0.06547337106086142,0.0356156506928839,-0.12428469465355804,0.34955735711610486
subject_4F,24,vexing_3_back,0.024273530943196828,0.09674708589167767,0.045353606776750335,0.016242670594451784,0.03819872250990753,0.028621994253632762,-0.07318504957595773,0.38702971321003965
subject_4F,25,vexing_1_back,0.01959497460799239,0.1566217621313035,0.05604616283539486,0.01628379365746908,0.049250783727878215,0.033746506668886775,-0.13863415937392962,0.5539108362511894
subject_4F,26,vexing_3_back,0.011652175022408964,0.16060172098972925,0.04526816292250233,0.013935817623716153,0.060857049439775907,0.03404622616993464,-0.1489495457245565,0.42903392903828197
