2583425985,2583425985,2583425985
32,32,32
16,45,-41
17,44,-41
17,45,-41
17,45,-41
17,44,-41
17,44,-41
17,44,-41
17,45,-41
17,44,-41
17,44,-41
17,44,-41
17,44,-42
17,43,-42
17,43,-41
17,43,-41
19,44,-36
22,44,-30
30,44,-6
37,61,16
35,68,21
34,55,21
39,56,22
35,61,13
34,49,31
40,41,31
37,46,24
35,45,26
32,50,21
29,54,14
26,56,8
26,55,0
24,55,-2
24,52,-4
24,54,-15
23,54,-18
22,52,-19
22,52,-24
22,50,-27
21,50,-28
19,50,-30
18,52,-36
18,49,-34
14,45,-34
12,49,-28
12,50,-27
7,53,-30
7,54,-28
6,53,-24
8,60,-16
15,67,-10
17,78,-5
16,82,-6
21,71,-1
22,62,3
23,58,4
30,63,9
29,68,10
23,78,15
23,73,16
24,58,10
37,20,1
20,64,10
6,53,-1
0,61,-1
14,64,4
10,65,3
10,63,6
0,66,-1
-1,67,-2
-9,59,2
7,56,2
1,67,10
7,70,15
1,85,18
24,91,7
14,52,15
0,38,17
6,63,23
11,91,31
-4,58,21
2,39,11
-6,57,23
-7,55,22
-4,55,25
5,70,28
6,66,26
12,57,17
13,67,20
15,65,18
18,58,12
17,54,12
19,68,19
21,69,21
24,62,19
30,56,25
30,59,30
33,40,36
29,22,35
41,27,28
33,29,27
35,34,33
36,43,39
24,33,43
17,33,51
17,32,51
25,43,44
24,60,36
14,34,37
15,23,40
24,21,42
24,27,42
41,21,36
41,30,32
54,30,51
55,38,51
53,40,52
41,31,37
42,20,46
40,15,32
57,23,42
64,15,32
59,19,38
66,5,39
58,-15,43
36,21,66
54,28,72
31,9,42
44,34,55
48,30,39
3,16,58
24,-18,30
-57,18,40
-128,32,61
-82,-11,45
-30,-2,44
-18,-7,51
-1,-10,52
-2,-22,51
-23,-15,57
-27,-5,65
-27,-12,62
-18,-11,61
-19,-10,64
-20,-8,63
-21,-6,61
-13,-7,63
1,-3,64
-1,-1,62
-3,-3,61
-6,-3,62
-6,-6,62
-3,-9,59
-6,-10,61
-10,-10,64
-11,-12,63
-12,-13,61
-13,-8,67
-13,-9,65
-12,-11,60
-11,-9,61
-14,-4,70
-17,-1,71
-14,0,68
-7,1,63
-7,1,64
-9,1,65
-14,-3,60
-13,-4,59
-14,-5,57
-14,-5,59
-12,-3,64
-16,-4,65
-16,-3,67
-14,-1,68
-12,0,67
-11,0,65
-15,-3,63
-16,-3,62
-13,-2,63
-12,-2,63
-13,-4,61
-14,-3,62
